Smiles	Standard Type	Standard Relation	Standard Value	Standard Units	Assay Description
CCCCCCCCc1ccc(-c2ccc3c(=O)n(C[C@@H]4CC[C@H](c5ccccc5)O4)c(N)nc3c2)cc1	IC50	'='	400.0	nM	Inhibition of human cathepsin D using DABCYL-Glu-Arg-Nle-Phe-Leu-Ser-Phe-Pro-EDANS as substrate preincubated for 30 mins followed by substrate addition measured every 1 min within 8 to 15 mins by FRET assay
CC(=O)c1c(Nc2ccc(C)cc2Cl)[nH]c2c([N+](=O)[O-])cc(Cl)cc2c1=O	IC50	'>'	100000.0	nM	Inhibition of human liver cathepsin D after 30 mins by fluorometric end-point assay
Cc1ccoc1C(=O)Nc1cccc(C2(C3CCCCC3)N=C(N)N(C)C2=O)c1	IC50	'='	17100.0	nM	Inhibition of human cathepsin D by FRET assay
[2H]C([2H])(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C(C)(C)Sc1ccccc1	IC50	'>'	50000.0	nM	Inhibition of human Cathepsin D
COc1ccc2cc(-c3cn(C[C@@H]4Cc5c([nH]c6ccccc56)CN4)nn3)ccc2c1	IC50	'>'	100000.0	nM	Inhibition of human recombinant Cathepsin D by FRET assay
C[C@H]1C[C@@H](N2C(=N)N[C@](C)(c3cccc(-c4ccc(OC(F)F)nc4)c3Cl)CC2=O)CCS1(=O)=O	IC50	'='	593.0	nM	Inhibition of human Cathepsin D using Mca-GKPILFFRLK(Dnp)-D-R-NH2 as substrate preincubated for 30 mins followed by substrate addition and measured after 60 mins by FRET assay
C[C@H]1C[C@@H](N2C(=N)N[C@](C)(c3cccc(NC(=O)c4cccc(C#N)c4)c3Cl)CC2=O)CCO1	IC50	'='	3889.0	nM	Inhibition of human Cathepsin D using Mca-GKPILFFRLK(Dnp)-D-R-NH2 as substrate preincubated for 30 mins followed by substrate addition and measured after 60 mins by FRET assay
CCCCCc1ccc(C(=O)N(Cc2ccc(-c3ccc(CC(=O)OC)cc3)cc2)C2CCN(Cc3ncc[nH]3)CC2)cc1	IC50	'='	20362.0	nM	Inhibition of human cathepsin D
N=C(N)c1ccc(NC(=O)Nc2ccc(Oc3ccccc3)cc2)cc1	IC50	'>'	1300000.0	nM	Inhibition of human cathepsin D
CCOC[C@@H](NC(=N)NC(=O)Cc1ccc(OC)c(OC)c1)C(=O)Nc1cc(S(N)(=O)=O)ccc1C	IC50	'='	45.0	nM	Inhibition of recombinant human liver Cathepsin D using Mca-Gly-Lys-Pro-Ile-Leu-Phe-Phe-Arg-Leu-Lys-(Dnp)-D-Arg-NH2 as substrate incubated for 120 mins by fluorescence assay
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C	IC50	'>'	31000.0	nM	The inhibitory concentration value was measured on Human cathepsin D at 31000 nM
C[C@@]1(c2cccc(NC(=O)c3ccc(Br)cn3)c2)CO[C@@](C)(C(F)(F)F)C(N)=N1	IC50	'='	73000.0	nM	Inhibition of human cathepsin D using Mca-GKPILFFRLK(DNP)D-R-NH2 as a substrate
C[C@]1(C(F)(F)F)OC[C@@](C)(c2cccc(NC(=O)c3ccc(Br)cn3)c2)N=C1N	IC50	'='	139000.0	nM	Inhibition of human cathepsin D using Mca-GKPILFFRLK(DNP)D-R-NH2 as a substrate
COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)cc1C	IC50	'='	12500.0	nM	Inhibition of human cathepsin D by FRET assay
NC1CCN(C(=O)C[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CCc2ccccn2)CC1	IC50	'>'	100000.0	nM	Selectivity against human cathepsin D
C[C@H]1C[C@@H](N2C(=N)N[C@](C)(c3cccc(-c4cncc(Cl)c4)c3Cl)CC2=O)CCO1	IC50	'='	32.3	nM	Inhibition of human Cathepsin D using Mca-GKPILFFRLK(Dnp)-D-R-NH2 as substrate preincubated for 30 mins followed by substrate addition and measured after 60 mins by FRET assay
C[C@H]1C[C@@H](N2C(=N)N[C@](C)(c3cccc(-c4ccccc4Cl)c3Cl)CC2=O)CCO1	IC50	'='	2245.0	nM	Inhibition of human Cathepsin D using Mca-GKPILFFRLK(Dnp)-D-R-NH2 as substrate preincubated for 30 mins followed by substrate addition and measured after 60 mins by FRET assay
C[C@@]1(c2cccc(-c3cccc(Cl)c3)c2Cl)CC(=O)N([C@H]2CCOC[C@@H]2O)C(=N)N1	IC50	'='	226.0	nM	Inhibition of human Cathepsin D using Mca-GKPILFFRLK(Dnp)-D-R-NH2 as substrate preincubated for 30 mins followed by substrate addition and measured after 60 mins by FRET assay
CC1(C)Cc2ccc(-c3cncnc3)cc2C2(COC(N)=N2)C1	IC50	'='	59798.0	nM	Inhibition of human spleen cathepsin D using 5-FAM/QXL as peptide substrate after 1 hr by FRET assay
CN1C(=O)C2(CC(C)(C)C(=O)c3ccc(-c4cncnc4)cc32)N=C1N	IC50	'='	9034.0	nM	Inhibition of human spleen cathepsin D using 5-FAM/QXL as peptide substrate after 1 hr by FRET assay
O=C(Cn1c(-c2ccccn2)nc2ccccc21)c1ccccc1	IC50	'='	39200.0	nM	Inhibition of human cathepsin D using DABCYL-Glu-Arg-Nle-Phe-Leu-Ser-Phe-Pro-EDANS as substrate by FRET analysis
COc1ccc(C(=O)Cn2c(-c3ccccn3)nc3ccccc32)cc1	IC50	'='	14200.0	nM	Inhibition of human cathepsin D using DABCYL-Glu-Arg-Nle-Phe-Leu-Ser-Phe-Pro-EDANS as substrate by FRET analysis
COc1ccc(OC)c(C(=O)Cn2c(-c3ccccn3)nc3ccccc32)c1	IC50	'='	21200.0	nM	Inhibition of human cathepsin D using DABCYL-Glu-Arg-Nle-Phe-Leu-Ser-Phe-Pro-EDANS as substrate by FRET analysis
CCCCNC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)c1ccc(Oc2ccc(C(=O)NCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1)[C@@H](C)CC	IC50	'='	220.0	nM	Inhibition of human cathepsin D
CCOc1ccc(C2(c3cccc(-c4cccnc4F)c3)N=C(N)N3CCCN=C32)cc1OCC	IC50	'='	63400.0	nM	Inhibition of human cathepsin D by FRET
NC1=NC(c2ccc(OC(F)(F)F)cc2)(c2cccc(CCC3CC3)c2)C2=NCCCN12	IC50	'='	16440.0	nM	Inhibition of human cathepsin D by FRET
NC1=NC(c2ccc(OC(F)(F)F)cc2)(c2cccc(Br)c2)C2=NCCCN12	IC50	'='	47400.0	nM	Inhibition of human cathepsin D by FRET
CN1C(=O)[C@]2(N=C1N)c1cc(-c3cncc(C#N)c3)ccc1O[C@H]1CCOC[C@@H]12	IC50	'='	6300.0	nM	Inhibition of human liver cathepsin D measured for 1 hr by FRET assay
O=C(Cn1c(-c2ccccn2)nc2ccccc21)c1ccc(F)cc1F	IC50	'='	44500.0	nM	Inhibition of human cathepsin D using DABCYL-Glu-Arg-Nle-Phe-Leu-Ser-Phe-Pro-EDANS as substrate by FRET analysis
CCCCCc1ccc(C(=O)N(Cc2ccc(-c3ccc(OC)c(OC)c3)cc2)C2CCN(CCC(C)C)CC2)cc1	IC50	'='	5200.0	nM	Inhibition of human cathepsin D
CN1C(=O)[C@]2(CC(C)(C)Cc3ccc(-c4cncnc4)cc32)N=C1N	IC50	'='	5166.0	nM	Inhibition of human spleen cathepsin D using 5-FAM/QXL as peptide substrate after 1 hr by FRET assay
CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C)C(=O)O	IC50	'='	98.0	nM	Inhibitory concentration against human Cathepsin D
CCCCNC(=O)[C@H](C)NC(=O)[C@@H]1CCC[C@H]1[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(C)=O	IC50	'<'	10.0	nM	Inhibitory concentration against human Cathepsin D
CCCCNC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)c1ccc(Oc2ccc(C(=O)OCc3ccccc3)cc2)cc1)[C@@H](C)CC	IC50				Inhibition of human cathepsin D
NC1=N[C@@]2(CO1)c1cc(-c3cncc(Cl)c3)ccc1O[C@@H]1CCOC[C@H]12	IC50	'='	120000.0	nM	Inhibition of human liver cathepsin D measured for 1 hr by FRET assay
C[C@H]1OCC[C@H]2Oc3ccc(-c4cccnc4F)cc3[C@@]3(CSC(N)=N3)[C@H]12	IC50	'='	47000.0	nM	Inhibition of human liver cathepsin D measured for 1 hr by FRET assay
CN1C(=O)[C@@]2(N=C1N)c1cc(-c3cccnc3F)ccc1O[C@@H]1CCOC[C@H]12	IC50	'='	14000.0	nM	Inhibition of human liver cathepsin D measured for 1 hr by FRET assay
CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccnc3F)c(F)cc1O[C@H]1CCOC[C@@H]12	IC50	'='	940.0	nM	Inhibition of human liver cathepsin D measured for 1 hr by FRET assay
COCCCCC1(CNC(=O)[C@@H]2CNC[C@H](NS(=O)(=O)c3ccc(C)cc3)C2)c2ccccc2Oc2ccccc21	IC50	'>'	30000.0	nM	Inhibition of human recombinant cathepsin D expressed in baculovirus-infected SF9 cells using fluorescence-quenched Ac-E-D(EDANS)-KPILFFRLG-K(Dabcyl)-E-Amid as substrate incubated for 1 hr prior to substrate addition measured after 1 hr by fluorescence polarization assay
CCCN(CCC)S(=O)(=O)CCCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1	IC50	'='	11700.0	nM	Inhibition of human recombinant cathepsin D
COc1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CCS(=O)(=O)C2CCCCC2)c1	IC50	'='	6946.0	nM	Inhibition of human recombinant cathepsin D
NC1=NC(c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cccnc3F)c2)C2=NCCN12	IC50	'='	10700.0	nM	Inhibition of human cathepsin D by FRET
CC(C)(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3ccc(O)c(Br)c3)[C@@H]2O)c1	IC50	'='	420.0	nM	Inhibition of human cathepsin D
C[C@@]1(c2cc(NC(=O)c3ncc(Br)cn3)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1	IC50	'='	180000.0	nM	Inhibition of human cathepsin D using Mca-GKPILFFRLK(DNP)D-R-NH2 as a substrate
C[C@@]1(c2cc(NC(=O)c3ncc(C#N)cc3N)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1	IC50	'='	30000.0	nM	Inhibition of human cathepsin D using Mca-GKPILFFRLK(DNP)D-R-NH2 as a substrate
CC(=O)c1c(Nc2ccc(Cl)cc2)[nH]c2c(Cl)cc([N+](=O)[O-])cc2c1=O	IC50	'>'	100000.0	nM	Inhibition of human liver cathepsin D after 30 mins by fluorometric end-point assay
COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)cc1C1CCCC1	IC50	'='	1870.0	nM	Inhibition of human cathepsin D by FRET based peptide cleavage assay
CN1C(=O)[C@@](c2ccc(OC(F)(F)F)cc2)(c2ccc(F)c(-c3cncnc3)c2)N=C1N	IC50	'='	2330.0	nM	Inhibition of human cathepsin D by FRET based peptide cleavage assay
CN1C(=O)C(c2ccc(OC(F)(F)F)cc2)(c2ccc(F)c(-c3cncnc3)c2)N=C1N	IC50	'='	4180.0	nM	Inhibition of human cathepsin D by FRET based peptide cleavage assay
CN1C(=O)C2(CC(C)(C)Cc3ccc(-c4cccc(C#N)c4)cc32)N=C1N	IC50	'='	1894.0	nM	Inhibition of human spleen cathepsin D using 5-FAM/QXL as peptide substrate after 1 hr by FRET assay
CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cc(F)cc(Cl)c4)cc32)N=C1N	IC50	'='	1030.0	nM	Inhibition of human spleen cathepsin D using 5-FAM/QXL as peptide substrate after 1 hr by FRET assay
COc1cc(F)cc(-c2ccc3c(c2)C2(CC(C)(C)O3)N=C(N)N(C)C2=O)c1	IC50	'='	683.0	nM	Inhibition of human spleen cathepsin D using 5-FAM/QXL as peptide substrate after 1 hr by FRET assay
COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)cc1C#N	IC50	'='	7300.0	nM	Inhibition of human cathepsin D by FRET based peptide cleavage assay
CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C)O)C(=O)NCC(=O)N(C)[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)OC	IC50	'='	900.0	nM	Inhibition of human liver cathepsin D using Mca-Gly-Lys-Pro-Ile-Leu-PhePhe-Arg-Leu-Lys-(Dnp)-D-Arg-NH2 as substrate pretreated for 15 mins followed by substrate addition measured at 5 mins interval for 120 mins by fluorescence assay
CCOc1ccc2nc(Sc3ccc(NC(=O)c4cc(Cl)ccc4OS(=O)(=O)c4cc(Cl)cc(Cl)c4O)cc3)sc2c1	IC50	'='	700.0	nM	Inhibitory activity against human liver Cathepsin D using Cathepsin D assay.
CC(C)C[C@H](NC(=O)OCC(C)(C)Sc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NC1CC1	IC50	'>'	50000.0	nM	Inhibition of human Cathepsin D
CC(C)[C@H](NC(=O)[C@H](NCc1ccccc1)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)(C)C)C(=O)NCc1ccccc1	IC50	'='	60.0	nM	Selectivity for their inhibitory potency against human cathepsin D.
CC(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3ccccc3)[C@@H]2O)c1	IC50	'='	1900.0	nM	Inhibition of human cathepsin D
CC(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cccc(Br)c3)[C@@H]2O)c1	IC50	'='	2300.0	nM	Inhibition of human cathepsin D
CCCOc1cccc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(C(C)C)c3)[C@H]2O)c1	IC50	'='	2000.0	nM	Inhibition of human cathepsin D
CC(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3ccc(O)c(CCO)c3)[C@@H]2O)c1	IC50	'='	1700.0	nM	Inhibition of human cathepsin D
CCCCOc1ccc(C2(C34CC5CC(CC(C5)C3)C4)N=C(N)N(C)C2=O)cc1	IC50	'='	8400.0	nM	Inhibition of human cathepsin D by FRET based peptide cleavage assay
CN1C(=O)C(c2cccc(-c3cccnc3)c2)(c2ccc3c(c2)OCCO3)N=C1N	IC50	'='	10900.0	nM	Inhibition of human cathepsin D by FRET based peptide cleavage assay
NC1=NC(c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cccnc3F)c2)/C2=N/CCCCCN12	IC50	'='	11300.0	nM	Inhibition of human cathepsin D by FRET
CCCCNC(=O)[C@@H]1CCC[C@H]1[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(C)=O	IC50	'='	60.0	nM	Inhibitory concentration against human Cathepsin D
CN1C(=O)[C@](c2ccc(OC(F)(F)F)cc2)(c2ccc(F)c(-c3cncnc3)c2)N=C1N	IC50	'='	11570.0	nM	Inhibition of human cathepsin D by FRET based peptide cleavage assay
CCOc1ccc2nc(Sc3ccc(NC(=O)c4cc(Cl)cc(Cl)c4NC(=O)c4cc(Cl)cc(Cl)c4O)cc3)sc2c1	IC50	'='	1500.0	nM	Inhibitory activity against human liver Cathepsin D using Cathepsin D assay.
NC1=NC(c2ccccc2)(c2cccc(Cc3ccc(F)cc3)c2)C2=NCCCN12	IC50	'='	9200.0	nM	Inhibition of human cathepsin D by FRET
COc1ccc(CCC(=O)NC(=N)N[C@H](CC2CCCCC2)C(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2C)cc1OC.O=C(O)C(F)(F)F	IC50	'='	53.0	nM	Inhibition of human liver Cathepsin D preincubated for 10 mins followed by substrate addition and further incubated for 2 hrs in dark by fluorimetric analysis
COc1ccc(CC(=O)NC(=N)N[C@H](Cc2ccccc2F)C(=O)Nc2cc(S(N)(=O)=O)ccc2C)cc1OC.O=C(O)C(F)(F)F	IC50	'='	225.0	nM	Inhibition of human liver Cathepsin D preincubated for 10 mins followed by substrate addition and further incubated for 2 hrs in dark by fluorimetric analysis
COc1ccc(CC(=O)NC(=N)N[C@H](CN2CCOCC2)C(=O)Nc2cc(S(N)(=O)=O)ccc2C)cc1OC.O=C(O)C(F)(F)F	IC50	'='	2593.0	nM	Inhibition of human liver Cathepsin D preincubated for 10 mins followed by substrate addition and further incubated for 2 hrs in dark by fluorimetric analysis
COc1ccc(CC(=O)NC(=N)N[C@@H](C(=O)Nc2cc(S(N)(=O)=O)ccc2C)C(C)(C)C)cc1OC.O=C(O)C(F)(F)F	IC50	'='	212.0	nM	Inhibition of human liver Cathepsin D preincubated for 10 mins followed by substrate addition and further incubated for 2 hrs in dark by fluorimetric analysis
CCCC[C@@H](NC(=N)NC(=O)Cc1ccc(OC)c(OC)c1)C(=O)Nc1cc(S(N)(=O)=O)ccc1C.O=C(O)C(F)(F)F	IC50	'='	8.0	nM	Inhibition of human liver Cathepsin D preincubated for 10 mins followed by substrate addition and further incubated for 2 hrs in dark by fluorimetric analysis
O=C(Nc1ccc(Sc2nc3ccccc3s2)nc1)c1cc(Cl)cc(Cl)c1O	IC50	'='	2500.0	nM	Inhibitory activity against human liver Cathepsin D using Cathepsin D assay.
Cc1cc(NC(=O)c2cc(Cl)cc(Cl)c2O)ccc1Sc1nc2ccccc2s1	IC50	'='	2000.0	nM	Inhibitory activity against human liver Cathepsin D using Cathepsin D assay.
COc1ccc(C2(c3ccc(C#N)c(-c4cccnc4)c3)N=C(N)N(C)C2=O)cc1C	IC50	'='	2190.0	nM	Inhibition of human cathepsin D by FRET based peptide cleavage assay
NC1=NC(c2cccc(-c3cccnc3F)c2)(c2ccc3c(c2)OCO3)C2=NCCCN12	IC50	'='	15400.0	nM	Inhibition of human cathepsin D by FRET
COc1ccc(C2(c3cccc(-c4cccnc4F)c3)N=C(N)N3CCCN=C32)cc1	IC50	'='	16500.0	nM	Inhibition of human cathepsin D by FRET
CN1C(=O)C(c2ccc(OC(F)(F)F)cc2)(C23CC4CC(CC(C4)C2)C3)N=C1N	IC50	'='	6220.0	nM	Inhibition of human cathepsin D by FRET based peptide cleavage assay
COc1cccc(C(C)(C)NC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(C(=O)N(CCC(F)(F)F)CCC(F)(F)F)cc(N3CCCCC3)c2)c1	IC50	'='	120.0	nM	Inhibition of human cathepsin D using DABCYL-Glu-Arg-Nle-Phe-Leu-Ser-Phe-Pro-EDANS as substrate preincubated for 30 mins followed by substrate addition and measured every min for 8 to 15 mins by FRET assay
CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)cc(C(=O)N(CCC)CCC)c1	IC50	'='	700.0	nM	Inhibition of human cathepsin D using DABCYL-Glu-Arg-Nle-Phe-Leu-Ser-Phe-Pro-EDANS as substrate preincubated for 30 mins followed by substrate addition and measured every min for 8 to 15 mins by FRET assay
CCCCNC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)COc1ccc2ccccc2c1)c1ccccc1	IC50	'='	110.0	nM	Inhibitory concentration against Human cathepsin D
NC1=N[C@@]2([C@@H]3C[C@H]3C(=O)Nc3ccc(F)cn3)COC[C@H]2CS1	IC50	'>'	300000.0	nM	Inhibition of human cathepsin D
COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccc(O)cc1)N(C)C(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C	IC50	'='	0.178	nM	Inhibition of recombinant human liver Cathepsin D using Mca-Gly-Lys-Pro-Ile-Leu-Phe-Phe-Arg-Leu-Lys-(Dnp)-D-Arg-NH2 as substrate incubated for 120 mins by fluorescence assay
CN1C(=O)CC2(CC(C)(C)Cc3ccc(-c4cncc(Cl)c4)cc32)N=C1N	IC50				Inhibition of human spleen cathepsin D using 5-FAM/QXL as peptide substrate after 1 hr by FRET assay
CC1(C)Cc2ccc(-c3cncc(Cl)c3)cc2C2(COC(N)=N2)C1	IC50	'='	11844.0	nM	Inhibition of human spleen cathepsin D using 5-FAM/QXL as peptide substrate after 1 hr by FRET assay
CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cc(Cl)cc(Cl)c4)cc32)N=C1N	IC50	'='	185.0	nM	Inhibition of human spleen cathepsin D using 5-FAM/QXL as peptide substrate after 1 hr by FRET assay
COc1ccc(C2(C34CC5CC(CC(C5)C3)C4)N=C(N)N(C)C2=O)cc1C	IC50	'='	11100.0	nM	Inhibition of human cathepsin D by FRET based peptide cleavage assay
CCCCNC(=O)[C@@H](NC(=O)[C@@H]1CC(=O)C[C@H]1[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(C)=O)C(C)C	IC50	'='	56.0	nM	Inhibitory concentration against human Cathepsin D
CCCCNC(=O)[C@@H](NC(=O)[C@@H]1CN(C)C[C@H]1[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(C)=O)C(C)C	IC50	'='	1230.0	nM	Inhibitory concentration against human Cathepsin D
CCCCNC(=O)[C@@H]1C[C@H]1[C@]12COC[C@H]1CSC(N)=N2	IC50	'>'	300000.0	nM	Inhibition of human cathepsin D
O=C(Nc1ccc(Sc2ccc3ccccc3n2)cc1)c1cc(Cl)cc(Cl)c1O	IC50	'='	2500.0	nM	Inhibitory activity against human liver Cathepsin D using Cathepsin D assay.
Cl.NC1=N[C@@]2(c3cnccn3)CN(c3ncc(F)cn3)C[C@H]2CS1	IC50	'='	83000.0	nM	Inhibition of human Cathepsin D by FRET assay
CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1C[C@H](C)CCCCCCCCCC(=O)N[C@@H](C)C(=O)N1	IC50				Inhibition of human cathepsin D
CCc1cc([C@]2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cc(CC)n1	IC50	'='	54000.0	nM	Inhibition of human cathepsin D by FRET assay
COc1ccc([C@@]2(C34CC5CC(CC(C5)C3)C4)N=C(N)N(C)C2=O)cc1	IC50	'='	20780.0	nM	Inhibition of human cathepsin D by FRET based peptide cleavage assay
CN1C(=O)C(c2cccc(-c3cccnc3)c2)(c2ccc3c(c2)CCO3)N=C1N	IC50	'='	23920.0	nM	Inhibition of human cathepsin D by FRET based peptide cleavage assay
CC1(C)Cc2ccc(-c3cncc(Cl)c3)cc2C2(CCSC(N)=N2)C1	IC50	'='	44161.0	nM	Inhibition of human spleen cathepsin D using 5-FAM/QXL as peptide substrate after 1 hr by FRET assay
COc1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CCCCS(=O)(=O)c2ccccc2)c1	IC50	'='	11202.0	nM	Inhibition of human recombinant cathepsin D
CCOc1ccc2nc(Sc3ccc(NC(=O)c4cc(Cl)ccc4NC(=O)c4ccccc4C(=O)O)cc3)sc2c1	IC50	'='	3800.0	nM	Inhibitory activity against human liver Cathepsin D using Cathepsin D assay.
CC(C)CN(C[C@H](O)[C@@H](N)c1ccccc1)S(=O)(=O)c1ccc(Cl)c(Cl)c1	IC50	'>'	100000.0	nM	Inhibition of human cathepsin D (1 to 412 residues) expressed in baculovirus infected insect cells using R-C(PT14)-KPILFFRLGWR-OH as substrate preincubated for 1 hr followed by substrate addition and measured after 1 hr by fluorescence based assay
COc1ccc2sc(Sc3ccc(NC(=O)c4cc(Cl)cc(Cl)c4O)cc3)nc2c1	IC50	'='	5000.0	nM	Inhibitory activity against human liver Cathepsin D using Cathepsin D assay.
Nc1nc2cc(-c3ccccc3)cc(-c3cccc(C(=O)O)c3)c2c(=O)n1CC1CCCO1	IC50	'='	98000.0	nM	Inhibition of human cathepsin D using DABCYL-Glu-Arg-Nle-Phe-Leu-Ser-Phe-Pro-EDANS as substrate preincubated for 30 mins followed by substrate addition measured every 1 min within 8 to 15 mins by FRET assay
CCCCCc1ccc(-c2cc(-c3ccc(C(=O)O)cc3)c3c(=O)n(CC4CCCO4)c(N)nc3c2)cc1	IC50	'='	29000.0	nM	Inhibition of human cathepsin D using DABCYL-Glu-Arg-Nle-Phe-Leu-Ser-Phe-Pro-EDANS as substrate preincubated for 30 mins followed by substrate addition measured every 1 min within 8 to 15 mins by FRET assay
CCOc1ccc2nc(Sc3ccc(NC(=O)c4cc(C)cc(C)c4O)cc3)sc2c1	IC50	'>'	10000.0	nM	Inhibitory activity against human liver Cathepsin D using Cathepsin D assay.
CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)NC1CCCCC1.O=C(O)C(F)(F)F	IC50	'>'	100000.0	nM	Inhibition of human cathepsin D assessed as cleavage of wtKAHRP fluorogenic substrate
C[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CC(=O)NC1CCCCC1.O=C(O)C(F)(F)F	IC50				Inhibition of human cathepsin D assessed as cleavage of wtKAHRP fluorogenic substrate
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)OCc1ccccc1)[C@@H](O)CC(=O)NC1Cc2ccccc2C1.O=C(O)C(F)(F)F	IC50	'>'	100000.0	nM	Inhibition of human cathepsin D assessed as cleavage of wtKAHRP fluorogenic substrate
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)c1ccccc1)[C@@H](O)CC(=O)NCCc1ccccc1.O=C(O)C(F)(F)F	IC50	'>'	100000.0	nM	Inhibition of human cathepsin D assessed as cleavage of wtKAHRP fluorogenic substrate
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)COCc1ccccc1)[C@@H](O)CC(=O)NCCc1ccccc1.O=C(O)C(F)(F)F	IC50	'>'	100000.0	nM	Inhibition of human cathepsin D assessed as cleavage of wtKAHRP fluorogenic substrate
O=C(Nc1cc(Cl)c(Sc2nc3ccccc3s2)c(Cl)c1)c1cc(Cl)cc(Cl)c1O	IC50	'='	1300.0	nM	Inhibitory activity against human liver Cathepsin D using Cathepsin D assay.
C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2	IC50	'>'	200000.0	nM	Inhibition of human liver cathepsin D measured for 1 hr by FRET assay
NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1O[C@H]1CCOC[C@@H]12	IC50	'='	15000.0	nM	Inhibition of human spleen cathepsin D measured for 1 hr by FRET assay
CN1C(=O)[C@]2(N=C1N)c1cc(-c3cc(F)cc(Cl)c3)ccc1O[C@H]1CCOC[C@@H]12	IC50	'='	2300.0	nM	Inhibition of human spleen cathepsin D measured for 1 hr by FRET assay
