Smiles	Standard Type	Standard Relation	Standard Value	Standard Units	Assay Description
N#Cc1nc(Nc2cccc([N+](=O)[O-])c2)nc(N2CCNCC2)n1	IC50	'='	17.0	nM	Inhibition of human cathepsin K expressed in Pichia pastoris using Z-Phe-Arg-AMC as substrate after 30 mins by spectromicrofluorimetric method
CC(C)C(OC(=O)N[C@@H](CC1CCCCC1)C(=O)C(=O)NCc1cccs1)C(C)C	IC50	'='	14.0	nM	Concentration required to inhibit 50% of cysteine protease cathepsin K of human
CCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)Nc1ccc2ccccc2n1	IC50	'='	250.0	nM	Concentration required to inhibit 50% of cysteine protease cathepsin K of human
N#CN1CC(CNC(=O)C2CCCCC2)C1	IC50	'='	5.0	nM	Inhibitory activity tested against Human Cathepsin K using Z-Phe-Arg-pNA as substrate
N#CN1CC(CNC(=O)C2CCCCC2)C1	IC50	'='	38.0	nM	Inhibition of Cathepsin K at pH 7
CCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)Nc1cc(C)[nH]n1	IC50	'='	0.71	nM	Concentration required to inhibit 50% of cysteine protease cathepsin K of human
N#Cc1ccc(-c2ccc(C[C@@H](C#N)NC(=O)[C@H]3NC4CCC3CC4)cc2)cc1	IC50	'='	14800.0	nM	Inhibition Assay: The following buffers were used: Activation buffer: 32.5 mM sodium acetate, adjusted to pH 3.5 with HCl; Assay buffer: 150 mM sodium acetate, 4mM EDTA, 20 mM L-Cysteine, adjusted to pH 5.5 with HCl,Assay conditions: To activate the proenzyme, 5 uLprocathepsin K were mixed with 1 ul activation buffer, and incubated at room temperature for 30 min. 5 uL test compound (final concentration 0.1 nM to 100 uM) in aqua bidest (containing 4% DMSO, final DMSO concentration 1%) were mixed with 10 uL of Cathepsin K in assay buffer (final concentration 2 ng/uL) and incubated for 10 min. Then 5 uL of substrate in assay buffer (final concentration 12.5 uM) were added. The plates were then incubated at room temperature for 60min. Then, the reaction was stopped by adding 10 uL of E64 in assay buffer (final concentration 1 uM). The fluorescence in the wells was determined using a Molecular Devices SpectraMax M5 Fluorescence Reader.
CS(=O)(=O)Nc1cccc(-c2ccc(C[C@@H](C#N)NC(=O)[C@H]3NC4CCC3CC4)cc2)c1	IC50	'='	9900.0	nM	Inhibition Assay: The following buffers were used: Activation buffer: 32.5 mM sodium acetate, adjusted to pH 3.5 with HCl; Assay buffer: 150 mM sodium acetate, 4mM EDTA, 20 mM L-Cysteine, adjusted to pH 5.5 with HCl,Assay conditions: To activate the proenzyme, 5 uLprocathepsin K were mixed with 1 ul activation buffer, and incubated at room temperature for 30 min. 5 uL test compound (final concentration 0.1 nM to 100 uM) in aqua bidest (containing 4% DMSO, final DMSO concentration 1%) were mixed with 10 uL of Cathepsin K in assay buffer (final concentration 2 ng/uL) and incubated for 10 min. Then 5 uL of substrate in assay buffer (final concentration 12.5 uM) were added. The plates were then incubated at room temperature for 60min. Then, the reaction was stopped by adding 10 uL of E64 in assay buffer (final concentration 1 uM). The fluorescence in the wells was determined using a Molecular Devices SpectraMax M5 Fluorescence Reader.
N#Cc1nn(-c2cccc(C(F)(F)F)c2)c(=O)n(-c2ccccc2)c1=O	IC50	'='	12000.0	nM	Inhibition of human recombinant cathepsin K by fluorescence assay
CCCn1c(=O)c(C#N)nn(-c2cccc(C(F)(F)F)c2)c1=O	IC50	'='	2000.0	nM	Inhibition of human recombinant cathepsin K by fluorescence assay
CC(C)c1cccc(-n2nc(C#N)c(=O)n(CCCN3CCCCC3)c2=O)c1	IC50	'='	38.0	nM	Inhibition of human recombinant cathepsin K by fluorescence assay
COc1ccc(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2ccc(OC)cc2)cc1	IC50	'='	9.0	nM	Inhibitory activity against recombinant human cathepsin K activity using fluorescence assay
CC(C)C[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)NCCNc1ccc(OCc2ccccc2)cc1	IC50	'='	4.0	nM	Inhibitory activity against recombinant human cathepsin K activity using fluorescence assay
CC(C)COc1ccc(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2cc3ccccc3[nH]2)cc1	IC50	'<'	3.0	nM	Inhibitory activity against recombinant human cathepsin K activity using fluorescence assay
O=C(N[C@@H](Cc1cccs1)C(=O)N[C@@H]1C(=O)N2CCS(=O)(=O)[C@@H]12)OCc1ccccc1	IC50	'='	1.8	nM	Inhibition of Cbz-Phe-Arg-AMC binding to Cathepsin K cysteine protease
N#CCNC(=O)[C@H](Cc1cccc(-c2ccn[nH]2)c1)NC(=O)c1ccccc1	IC50	'>'	10000.0	nM	Inhibition of cathepsin K assessed as inhibition of fluorogenic substrate cleavage
N#CCNC(=O)[C@H](Cc1cccc(-c2nnco2)c1)NC(=O)c1ccccc1	IC50	'='	1258.93	nM	Inhibition of cathepsin K assessed as inhibition of fluorogenic substrate cleavage
CCCCO[C@@H]1NC(=O)[C@H]1NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1	IC50	'='	100.0	nM	Inhibition of recombinant human Cathepsin K
C/C=C/C[C@@H](C=O)NC(=O)OC(C)(C)C	IC50	'='	150.0	nM	Inhibitory activity against recombinant human cathepsin K
CC(C)(C)OC(=O)N[C@H](C=O)CCCC1CCCCC1	IC50	'='	16.0	nM	Inhibitory activity against recombinant human cathepsin K
CCCC[C@H](NC(=O)OC1(Cc2ccccc2)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'='	710.0	nM	Inhibition of 10 uM Cbz-Phe-Arg-AMC binding to human cathepsin K in fluorescence assay
CCOC[C@@H](C=O)NC(=O)OC(C)(C)C	IC50	'='	660.0	nM	Inhibitory activity against recombinant human cathepsin K
CCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)Nc1ccnn1C(C)C	IC50	'='	17.0	nM	Concentration required to inhibit 50% of cysteine protease cathepsin K of human
CCC[C@@H](C=O)NC(=O)OC(C)(C)C	IC50	'='	38.0	nM	Inhibitory activity against recombinant human cathepsin K
CCn1cnc2c(Nc3cc(F)cc(F)c3)nc(C#N)nc21	IC50	'='	23.44	nM	Inhibition of human Cathepsin K/O2
Cc1ccccc1C(=O)N[C@@H](Cc1cccc(Cl)c1)C(=O)NCC#N	IC50	'='	5011.87	nM	Inhibition of cathepsin K
Cc1cccc(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)c1C	IC50	'>'	10000.0	nM	Inhibition of cathepsin K
CC(C)(C)OC(=O)NCC=O	IC50	'='	5800.0	nM	Inhibitory activity against recombinant human cathepsin K
CCCC[C@H](NC(=O)O[C@@H](C)CC1CCCCC1)C(=O)c1nc(-c2ccccc2)cs1	IC50	'='	7100.0	nM	Inhibition of 10 uM Cbz-Phe-Arg-AMC binding to human cathepsin K by fluorescence assay
CCCC[C@H](NC(=O)O[C@@H](C)CC1CCCCC1)C(=O)c1nnc(-c2ccccc2)o1	IC50	'='	4000.0	nM	Inhibition of human recombinant cathepsin K
C[C@@H](C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC(C#N)(C1CC1)C1CC1)C(F)(F)F	IC50	'='	0.3	nM	Inhibition of humanized rabbit cathepsin K
N#CN1Cc2cc3ccccc3nc2C1	IC50	'='	280.0	nM	Inhibition of Cathepsin K at pH 7
CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccc(C)cc2C)CN1C(=O)OC(C)(C)C)C(=O)C(=O)NC1CC1	IC50	'='	7904.5	nM	Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide. Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM. Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L. Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin. DTT=dithiothreitol. Final volume: 100 μL. Excitation 360 nm, Emission 465 nm.
CCC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ccc(Br)cc2)CC1)C(=O)C(=O)NC1CC1	IC50	'='	20.2	nM	Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide. Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM. Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L. Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin. DTT=dithiothreitol. Final volume: 100 μL. Excitation 360 nm, Emission 465 nm.
CCC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ccc(Cl)cc2)CC1)C(=O)C(=O)NC(C)C	IC50	'='	152.2	nM	Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide. Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM. Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L. Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin. DTT=dithiothreitol. Final volume: 100 μL. Excitation 360 nm, Emission 465 nm.
CC(C)C(OC(=O)N[C@H](C(=O)C(=O)NCc1cccs1)C(C)C)C(C)C	IC50	'='	47.0	nM	Concentration required to inhibit 50% of cysteine protease cathepsin K of human
N#CC1(NC(=O)[C@H](CCCCCN)NC(=O)c2ccc(-c3ccccc3)cc2)CC1	IC50				Inhibition of human cathepsin K
Cc1cccc(OCC2CN(C)C(=O)O2)c1C	IC50	'>'	100000.0	nM	Inhibition of human recombinant cathepsin K
CCCC[C@H](NC(=O)O[C@H](Cc1nnc(-c2ccc(C(F)(F)F)cc2)o1)C(C)(C)C)C(=O)C(=O)NN1CCOC1=O	IC50	'='	130.0	nM	Inhibition of 10 lM Cbz-Phe-Arg-AMC binding to human cathepsin K in fluorescence assay with 100 mM NaOAc
CCCC[C@H](NC(=O)O[C@H](CCc1ccccc1)C(C)(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'='	1.1	nM	Inhibitory activity against human cathepsin K
CC[C@H](C)[C@@H](/C=C/c1ccccc1)NC(=O)[C@@H]1CCCCN1CC(=O)c1ccc2c(c1)OCO2	IC50	'='	590.0	nM	Inhibitory activity against cathepsin K
CN1C(=O)NC2(CCN(Cc3cc4cnc(C#N)nc4n3CC(C)(C)C)CC2)C1=O	IC50	'<'	1.0	nM	Inhibition of cathepsin K by fluorescence assay
CC(C)(C)Cn1c(COc2ccncc2)cc2cnc(C#N)nc21	IC50	'='	3.0	nM	Inhibition of cathepsin K by fluorescence assay
CCN(CC)Cc1ccc(Cc2cc3cnc(C#N)nc3n2CC(C)(C)C)cc1	IC50	'<'	1.0	nM	Inhibition of cathepsin K by fluorescence assay
N#CC1(NC(=O)[C@@H]2C[C@@H](S(=O)(=O)c3ccccc3)C[C@H]2C(=O)N2CCCCC2)CC1	IC50	'>'	25000.0	nM	Inhibition of human cathepsin-K using Z-Leu-Arg-AMC as substrate up to 20 mins by fluorescence assay
COc1ccc(C(=O)NCC(=O)NC/C=C/S(C)(=O)=O)cc1C(=O)C(C)(C)c1cc(Cl)cc(Cl)c1	IC50	'>'	100000.0	nM	Inhibition of human recombinant Cathepsin K using fluorogenic peptide substrate
CC(C)C[C@H](NCC(F)(F)F)C(=O)NCC#N	IC50	'='	4123.0	nM	Inhibition of humanized rabbit Cathepsin K
CC(C)C[C@H](N[C@@H](c1ccccc1)C(F)(F)F)C(=O)NCC#N	IC50	'='	6.7	nM	Inhibition of humanized rabbit Cathepsin K
CC(C)C[C@H](N[C@@H](c1ccc(-c2ccccc2)cc1)C(F)(F)F)C(=O)NCC#N	IC50	'='	0.2	nM	Inhibition of humanized rabbit Cathepsin K
CC(C)C[C@H](N[C@@H](c1ccc(-c2ccc(-c3ccc(S(C)(=O)=O)cc3)cc2)cc1)C(F)(F)F)C(=O)NCC#N	IC50	'='	1.2	nM	Inhibition of humanized rabbit Cathepsin K
COc1ccc(-c2ccc([C@H](N[C@@H](CC(C)C)C(=O)NCC#N)C(F)(F)F)cc2)cc1	IC50	'='	0.1	nM	Inhibition of humanized rabbit Cathepsin K
CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ccc(Br)cc2F)CC1)C(=O)C(=O)NC1CC1	IC50	'='	37.3	nM	Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide. Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM. Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L. Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin. DTT=dithiothreitol. Final volume: 100 μL. Excitation 360 nm, Emission 465 nm.
COc1ccc(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2ccccc2)cc1	IC50	'='	490.0	nM	Inhibitory activity against recombinant human cathepsin K activity using fluorescence assay
CCc1ccc(C(=O)N[C@@H](CC(C)C)C(=O)NCCNc2ccc(OCc3ccccc3)cc2)cc1	IC50	'<'	3.0	nM	Inhibitory activity against recombinant human cathepsin K activity using fluorescence assay
CCCC[C@H](NC(=O)OC(CC)CC)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'='	76.0	nM	Inhibitory activity against human cathepsin K
CCCC[C@H](NC(=O)O[C@@H]1CN(C(=O)c2ccc3ccccc3c2)CC1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'='	1.585	nM	Inhibition of human cathepsin K
CCCC[C@H](NC(=O)O[C@@H]1CN(C(=O)Oc2ccc3ccccc3c2)CC1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'='	57.54	nM	Inhibition of human cathepsin K
CCCC[C@H](NC(=O)O[C@H](CCCc1ccccc1)C(C)(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'='	0.7943	nM	Inhibition of human cathepsin K
CCCCC(NC(=O)c1ccc(OCc2ccccn2)c(C(F)(F)F)c1Cl)C(=O)C(=O)Nc1ccn(C)n1	IC50	'='	47.9	nM	Inhibition of human cathepsin K by fluorescence assay
CN(C)CCOc1ccc(-c2cc3c(ncn3C)c(C#N)n2)cc1C(F)(F)F	IC50	'='	5888.0	nM	Inhibition of human cathepsin K by fluorescence assay
N#Cc1nc(-c2ccc(OCCO)c(C(F)(F)F)c2)cc2[nH]cnc12	IC50	'='	2818.0	nM	Inhibition of human cathepsin K by fluorescence assay
CC(C)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)N[C@@H](C)C#N	IC50	'='	0.9	nM	Inhibition of humanized rabbit cathepsin K
CC(C)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)N[C@@H](CCc1ccccc1)C(N)=O	IC50	'='	273.0	nM	Inhibition of humanized rabbit cathepsin K
N#Cc1nc(NC[C@H](O)c2ccccc2)nc(NC2CCCCC2)n1	IC50	'='	70.0	nM	Inhibition of human cathepsin K expressed in Pichia pastoris using Z-Phe-Arg-AMC as substrate after 30 mins by spectromicrofluorimetric method
O=C(N[C@@H](Cc1cccnc1)C(=O)N[C@@H]1C(=O)N2CCS(=O)(=O)[C@@H]12)OCc1ccccc1	IC50	'='	2.5	nM	Inhibition of Cbz-Phe-Arg-AMC binding to Cathepsin K cysteine protease
CSC[C@H](NC(=O)[C@H](CC(C)C)N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(N)=O	IC50	'='	66.0	nM	Inhibition of humanized rabbit cathepsin K
Cn1nc(C(C)(C)C)cc1C(=O)N[C@@H](Cc1cccc(Cl)c1)C(=O)NCC#N	IC50	'='	3162.28	nM	Inhibition of cathepsin K assessed as inhibition of fluorogenic substrate cleavage
Cn1nc(C(C)(C)C)cc1C(=O)N[C@@H](Cc1cccc(-c2nnco2)c1)C(=O)NCC#N	IC50	'='	125.89	nM	Inhibition of cathepsin K assessed as inhibition of fluorogenic substrate cleavage
CC(C)CO[C@H]1CCN2C[C@H]1OC2=O	IC50	'='	1267.0	nM	Inhibition of human recombinant cathepsin K
O=C1O[C@@H]2CN1CC[C@@H]2OCc1ccccc1	IC50	'='	511.0	nM	Inhibition of human recombinant cathepsin K
Cc1cccc(O[C@H]2CCN3C[C@@H]2OC3=O)c1C	IC50	'='	2438.0	nM	Inhibition of human recombinant cathepsin K
O=C1O[C@@H]2CN1CC[C@@H]2Oc1ccccc1	IC50	'='	326.0	nM	Inhibition of human recombinant cathepsin X
Cc1cccc(O[C@@H]2CCNC[C@@H]2O)c1C	IC50	'>'	100000.0	nM	Inhibition of human recombinant cathepsin X
CN1CCN(c2cccc(CCNC(=O)c3cnc(C#N)nc3NCC(C)(C)C)c2)CC1	IC50	'='	0.011	nM	Inhibition of human recombinant cathepsin K
CN1CCN(c2ccc(CCNC(=O)c3cnc(C#N)nc3NCC(C)(C)C)cc2)CC1	IC50	'='	0.025	nM	Inhibition of human recombinant cathepsin K
COc1ccc(CCNC(=O)c2cnc(C#N)nc2NCC(C)(C)C)cc1	IC50	'<'	0.003	nM	Inhibition of human recombinant cathepsin K
N#CCNC(=O)[C@H](Cc1cccc(Cl)c1)NC(=O)C1CCCCC1	IC50	'>'	10000.0	nM	Inhibition of cathepsin K
COc1ccc(NCCNC(=O)[C@H](CC(C)C)NC(=O)OCc2ccccc2)cc1	IC50	'='	60.0	nM	Inhibition of recombinant rabbit Cathepsin K in a fluorescence assay
CC(C)(C)OC(=O)N[C@H](C=O)CCCCNC(=O)C(F)(F)F	IC50	'='	41.0	nM	Inhibitory activity against recombinant human cathepsin K
CN(CCC[C@@H](C=O)NC(=O)OC(C)(C)C)C(=O)C(F)(F)F	IC50	'='	29.0	nM	Inhibitory activity against recombinant human cathepsin K
CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccc(Cl)cc2C)CN1C(=O)OC(C)(C)C)C(=O)C(=O)NC1CC1	IC50	'='	9428.5	nM	Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide. Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM. Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L. Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin. DTT=dithiothreitol. Final volume: 100 μL. Excitation 360 nm, Emission 465 nm.
N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3ccc(F)cc3)CC2)CC1	IC50	'='	15.0	nM	Inhibition of cathepsin-k
N#CN1CC(CNC(=O)C2CCCCC2)C1	IC50	'='	10.0	nM	Inhibitory activity tested against Human Cathepsin K receptor using gelatinase assay
CCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)Nc1ccnn1-c1ccccn1	IC50	'='	62.0	nM	Concentration required to inhibit 50% of cysteine protease cathepsin K of human
CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1	IC50	'='	0.2	nM	Inhibition of human cathepsin K
CCCC[C@H](NC(=O)OCC1(COc2nnc(C)cc2-c2ccccc2)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'='	57.0	nM	Inhibitory potency against human Cathepsin K
CCCC[C@H](NC(=O)O[C@H](Cc1nnc(-c2ccccc2)o1)C(C)(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'='	240.0	nM	Inhibition of 10 lM Cbz-Phe-Arg-AMC binding to human cathepsin K in fluorescence assay with 100 mM NaOAc
CC(C)C[C@@H](/C=C/c1ccccc1)NC(=O)[C@@H]1CCCCN1CC(=O)c1ccccc1	IC50	'='	840.0	nM	Inhibitory activity against cathepsin K
CCCC[C@H](NC(=O)OC(Cc1nnc(-c2ccc(F)cc2)o1)C(C)(C)C)C(=O)C(=O)N[C@H]1CCCNC1=O	IC50	'='	650.0	nM	Inhibition of 10 lM Cbz-Phe-Arg-AMC binding to human cathepsin K in fluorescence assay with 100 mM NaOAc
CCCC[C@H](NC(=O)OCC1(CCCSc2nccn2C)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'='	1900.0	nM	Inhibitory potency against human Cathepsin K
CCCC[C@H](NC(=O)OCC1(CSc2nccs2)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'='	17.0	nM	Inhibitory potency against human Cathepsin K
CCCC[C@H](NC(=O)OCC1(COc2ncnc3ccsc23)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'='	98.0	nM	Inhibitory potency against human Cathepsin K
C[C@@H]1CC[C@H](NC(=O)[C@H](CC2CCCC2)NC(=O)c2ccco2)C(=O)CN1S(=O)(=O)c1ccccn1	IC50	'='	27.7	nM	Inhibition of human recombinant cathepsin K using z-LR-AFC as substrate by fluorescence assay
N#Cc1cncc(NC2CCCCC2)n1	IC50	'>'	1000.0	nM	Inhibition of human recombinant cathepsin K
O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H]1C(=O)N[C@H]1Sc1ccccc1)OCc1ccccc1	IC50	'='	8.4	nM	Inhibition of recombinant human Cathepsin K
CC(C)(C)OC(=O)N[C@H](C=O)CC1CCCCC1	IC50	'='	36.0	nM	Inhibitory activity against recombinant human cathepsin K
N#CN1Cc2cc3ccccc3nc2C1	IC50	'='	370.0	nM	Inhibitory constant against human cathepsin K
CCCC[C@H](NC(=O)OC(C)(C)C)C(=O)C(=O)NCCc1ccccc1	IC50	'='	5000.0	nM	Inhibitory activity against human cathepsin K
CCCC[C@H](NC(=O)OC(CC)(CC)Cc1ccccc1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'='	150.0	nM	Inhibition of 10 uM Cbz-Phe-Arg-AMC binding to human cathepsin K in fluorescence assay
N#CN1CC(OCc2ccccc2)C1	IC50	'='	40.0	nM	Inhibitory activity tested against Human Cathepsin K using Z-Phe-Arg-pNA as substrate
CCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)Nc1ccnn1C1CCCC1	IC50	'='	20.0	nM	Concentration required to inhibit 50% of cysteine protease cathepsin K of human
N#Cc1nc(NC2CCCCC2)c2ncn([C@@H]3O[C@H](O)[C@@H](O)[C@H]3O)c2n1	IC50	'='	10.0	nM	Inhibitory concentration against recombinant human cathepsin K by using Z-Phe-Arg-AMC as synthetic substrate
OCc1nc(NC2CCCCC2)c2ncn([C@@H]3O[C@H](O)[C@@H](O)[C@H]3O)c2n1	IC50	'>>'	1000.0	nM	Inhibitory concentration against recombinant human cathepsin K by using Z-Phe-Arg-AMC as synthetic substrate
Cn1cc(-c2cccc(C[C@H](NC(=O)c3cc(C(C)(C)C)nn3C)C(=O)NCC#N)c2)cn1	IC50	'='	6309.57	nM	Inhibition of cathepsin K assessed as inhibition of fluorogenic substrate cleavage
N#CCNC(=O)[C@H](Cc1cccc(-c2cccnn2)c1)NC(=O)c1ccccc1	IC50	'>'	6309.57	nM	Inhibition of cathepsin K assessed as inhibition of fluorogenic substrate cleavage
N#CCNC(=O)[C@H](Cc1cccc(-c2nncs2)c1)NC(=O)c1ccccc1	IC50	'='	630.96	nM	Inhibition of cathepsin K assessed as inhibition of fluorogenic substrate cleavage
CCCc1cc(-c2cc(C(=O)N(C)C)cc(C(F)(F)F)c2)nc(C#N)n1	IC50	'='	12.0	nM	Inhibition of human recombinant cathepsin K using Z-Phe-Arg-MCA substrate by fluorimetric assay
CCC(CC)NCCCc1cc(-c2cccc(C(F)(F)F)c2)nc(C#N)n1	IC50	'='	4.0	nM	Inhibition of human recombinant cathepsin K using Z-Phe-Arg-MCA substrate by fluorimetric assay
N#Cc1nc(CCCN2CCOCC2)cc(-c2cccc(C(F)(F)F)c2)n1	IC50	'='	9.0	nM	Inhibition of human recombinant cathepsin K using Z-Phe-Arg-MCA substrate by fluorimetric assay
N#Cc1nc(CCCNC2(C(N)=O)CCC2)cc(-c2cccc(C(F)(F)F)c2)n1	IC50	'='	4.0	nM	Inhibition of human recombinant cathepsin K using Z-Phe-Arg-MCA substrate by fluorimetric assay
CCCC[C@@H](C=O)NC(=O)O[C@@H](CC)Cc1ccccc1	IC50	'='	0.13	nM	Inhibitory concentration against human cathepsin K using 10 uM Cbz-Phe-Arg-AMC
COC(=O)[C@@H]1CN(C#N)C[C@H]1c1ccc(OC)c(OC2CCCC2)c1	IC50	'='	430.0	nM	Inhibitory concentration against human cathepsin K using 10 uM Cbz-Phe-Arg-AMC
CCCC[C@H](NC(=O)OCC1(CC)CCC1)C(=O)C(=O)Nc1cc(-c2ccccc2)[nH]n1	IC50	'='	6.2	nM	Inhibitory potency against human Cathepsin K
CCCC[C@H](NC(=O)OCC1(CC)CCC1)C(=O)C(=O)Nc1ccn(C)n1	IC50	'='	3.4	nM	Inhibitory potency against human Cathepsin K
CCCC[C@H](NC(=O)OCC1(CC)CCC1)C(=O)C(=O)Nc1ccnn1C1CCC1	IC50	'='	45.0	nM	Inhibitory potency against human Cathepsin K
COc1ccc(C(=O)NCC(=O)NCC#N)cc1C(=O)C(C)(C)c1cc(Cl)cc(Cl)c1	IC50	'>'	100000.0	nM	Inhibition of human recombinant Cathepsin K using fluorogenic peptide substrate
N#CC1(NC(=O)[C@H](Cc2ccccc2)NC(=O)c2ccc(-c3ccccc3)cc2)CC1	IC50	'='	213.0	nM	Inhibition of human cathepsin K
CCCCCCC[C@H]1O[C@@H]1C(OC(=O)CCCCCBr)C(=O)NC(C)(C)C	IC50	'='	3810.0	nM	Inhibition of recombinant human cathepsin K using Z-Phe-Arg-MCA as fluorogenic substrate preincubated for 5 mins followed by substrate addition and measured after 5 mins by fluorimetric analysis
CCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)Nc1cnccn1	IC50	'='	52.0	nM	Concentration required to inhibit 50% of cysteine protease cathepsin K of human
CCC(C)[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)NCc1cccs1	IC50	'='	87.0	nM	Concentration required to inhibit 50% of cysteine protease cathepsin K of human
CC(C)CC(C(=O)NCC#N)c1cncc(-c2ccccc2)c1	IC50	'='	142.0	nM	In vitro inhibitory activity against human cathepsin K, using 2 uM of Z -Leu-Arg-AMC as substrate
