"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"	"Standard Text Value"	"Value"
"CHEMBL5267255"	""	"None"	"548.58"	"1"	"4.44"	"A2a"	"COc1ccc(/C=C/C(=O)NC[C@@H](Cc2ccccc2)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)cc1OC"	"IC50"	"'='"	"21230.0"	"nM"	"4.67"	""	""	"UO_0000065"	"8.52"	"0.17"	"0.23"	"4.99"	"0"	"CHEMBL5238891"	"Inhibition of human cathepsin S"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2954"	"Cathepsin S"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5236605"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2023"	"None"	""	"INHIBITOR"	""	"21.23"
"CHEMBL207003"	""	"None"	"647.72"	"1"	"3.28"	"52"	"CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)cc3)nn2CC(O)CN2CCC(N3C(=O)COCc4ccccc43)CC2)C1"	"IC50"	"'='"	"163.0"	"nM"	"6.79"	""	""	"UO_0000065"	"10.48"	"0.21"	"3.51"	"6.27"	"0"	"CHEMBL865648"	"Inhibition of cathepsin S"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2954"	"Cathepsin S"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1146958"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"None"	""	""	""	"163.0"
"CHEMBL203102"	""	"None"	"703.21"	"1"	"3.22"	"50"	"CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)cc3)nn2CC(O)CN2CCC(N3c4ccc(Cl)cc4CNS3(=O)=O)CC2)C1"	"IC50"	"'='"	"30.0"	"nM"	"7.52"	""	""	"UO_0000065"	"10.70"	"0.22"	"4.30"	"5.87"	"0"	"CHEMBL865648"	"Inhibition of cathepsin S"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2954"	"Cathepsin S"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1146958"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"None"	""	""	""	"30.0"
"CHEMBL408418"	""	"None"	"677.07"	"1"	"4.09"	"39"	"CS(=O)(=O)N1CCc2c(c(-c3ccc(Br)cc3)nn2CC(O)CN2CCC(N3C(=O)CCc4cc(Cl)ccc43)CC2)C1"	"IC50"	"'='"	"18.0"	"nM"	"7.75"	""	""	"UO_0000065"	"11.44"	"0.25"	"3.65"	"7.82"	"0"	"CHEMBL865648"	"Inhibition of cathepsin S"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2954"	"Cathepsin S"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1146958"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"None"	""	""	""	"18.0"
"CHEMBL5271427"	""	"None"	"529.46"	"1"	"4.18"	"A3a"	"COc1cccc(/C=C/C(=O)NC[C@@H](Cc2ccccc2)NS(=O)(=O)c2ccc(Br)cc2)c1"	"IC50"	"'='"	"41010.0"	"nM"	"4.39"	""	""	"UO_0000065"	"8.29"	"0.18"	"0.21"	"5.19"	"0"	"CHEMBL5238891"	"Inhibition of human cathepsin S"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2954"	"Cathepsin S"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5236605"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2023"	"None"	""	"INHIBITOR"	""	"41.01"
"CHEMBL207196"	""	"None"	"708.92"	"1"	"3.92"	"17k"	"CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCCC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](/C=C/S(C)(=O)=O)CC(C)C"	"IC50"	"'='"	"7100.0"	"nM"	"5.15"	""	""	"UO_0000065"	"7.26"	"0.14"	"1.23"	"2.77"	"0"	"CHEMBL861977"	"Inhibition of cathepsin S"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2954"	"Cathepsin S"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1147675"	"1"	"Scientific Literature"	"J Med Chem"	"2006"	"None"	""	""	""	"7.1"
"CHEMBL238411"	""	"None"	"776.92"	"2"	"5.57"	"18"	"CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)cc3)nn2CCCN2CCC(c3c(C(=O)NCCN4CCOCC4)sc4cc(F)ccc34)CC2)C1"	"IC50"	"'='"	"39.0"	"nM"	"7.41"	""	""	"UO_0000065"	"9.54"	"0.19"	"1.84"	"7.41"	"0"	"CHEMBL899800"	"Inhibition of human cathepsin S"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2954"	"Cathepsin S"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1137473"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""	""	"39.0"
"CHEMBL180108"	""	"None"	"617.60"	"1"	"4.56"	"2"	"Cn1c(=O)n(C2CCN(CCCn3nc(-c4ccc(Cl)c(Cl)c4)c4c3CCN(S(C)(=O)=O)C4)CC2)c2ccccc21"	"IC50"	"'='"	"800.0"	"nM"	"6.10"	""	""	"UO_0000065"	"9.87"	"0.20"	"1.54"	"7.14"	"0"	"CHEMBL899801"	"Inhibition of cathepsin S in human JY cells by invariant chain degradation assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"JY"	"None"	""	""	""	"CHEMBL2954"	"Cathepsin S"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1137473"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"CHEMBL3308061"	""	""	""	"0.8"
"CHEMBL249757"	""	"None"	"295.35"	"0"	"1.99"	"13"	"CC(C)(C)Cn1c(Cn2ccnn2)cc2cnc(C#N)nc21"	"IC50"	"'>'"	"1000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL924504"	"Inhibition of cathepsin S by fluorescence assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2954"	"Cathepsin S"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140545"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""	""	"1000.0"
"CHEMBL3342551"	""	"None"	"392.50"	"0"	"3.27"	"7"	"CN1CCN(C(=O)Nc2ccc3c(c2)C(NC(=O)c2ccccc2)CCC3)CC1"	"IC50"	"'='"	"1290.0"	"nM"	"5.89"	""	""	"UO_0000065"	"15.00"	"0.28"	"2.62"	"9.11"	"0"	"CHEMBL3385531"	"Inhibition of human cathepsin S using benzyloxycarbonyl-L-Leucyl-L-Arginine 4-Methyl-coumaryl-7-amide substrate by FRET assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2954"	"Cathepsin S"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3351795"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2014"	"None"	""	""	""	"1290.0"
"CHEMBL3671352"	""	"None"	"657.56"	"1"	"3.70"	"BDBM130441"	"Cc1cc(-c2ccc(S(=O)(=O)[C@@H]3C[C@@H](C(=O)NC4(C#N)CC4)N(C(=O)C4(c5ncc(Cl)cc5F)CCN4)C3)c(Cl)c2)ccn1"	"IC50"	"'='"	"2.33"	"nM"	"8.63"	""	"262308"	"UO_0000065"	"13.13"	"0.27"	"4.93"	"5.95"	"0"	"CHEMBL3708012"	"Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide.Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM.Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L.Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin.DTT=dithiothreitol.Final volume: 100 μL.Excitation 360 nm, Emission 465 nm.Enzyme is added to the substance dilutions in 96-well microtitre plates and the reaction is started with substrate. Fluorescence emission is measured over 20 minutes, during which time a linear increase is observed in the absence of inhibitor."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2954"	"Cathepsin S"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3638976"	"37"	"BindingDB Patent Bioactivity Data"	""	"2014"	"None"	""	""	""	"2.33"
"CHEMBL3671342"	""	"None"	"823.06"	"2"	"5.42"	"BDBM130427"	"C[C@H](Oc1ccc(S(=O)(=O)[C@@H]2C[C@@H](C(=O)NC3(C#N)CC3)N(C(=O)C3(c4ncc(Br)cc4F)CCN3C(=O)OC(C)(C)C)C2)c(Cl)c1)C(F)(F)F"	"IC50"	"'='"	"5.501"	"nM"	"8.26"	""	"262294"	"UO_0000065"	"10.04"	"0.22"	"2.84"	"5.19"	"0"	"CHEMBL3708012"	"Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide.Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM.Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L.Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin.DTT=dithiothreitol.Final volume: 100 μL.Excitation 360 nm, Emission 465 nm.Enzyme is added to the substance dilutions in 96-well microtitre plates and the reaction is started with substrate. Fluorescence emission is measured over 20 minutes, during which time a linear increase is observed in the absence of inhibitor."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2954"	"Cathepsin S"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3638976"	"37"	"BindingDB Patent Bioactivity Data"	""	"2014"	"None"	""	""	""	"5.501"
"CHEMBL3649384"	""	"None"	"683.98"	"1"	"2.85"	"BDBM122493"	"CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ncc(Br)cc2F)CC1)C(=O)C(=O)NC1CC1"	"IC50"	"'='"	"2.978"	"nM"	"8.53"	""	"251095"	"UO_0000065"	"12.47"	"0.28"	"5.68"	"5.98"	"0"	"CHEMBL3705487"	"Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide. Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM. Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L. Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin. DTT=dithiothreitol. Final volume: 100 μL. Excitation 360 nm, Emission 465 nm."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2954"	"Cathepsin S"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3638694"	"37"	"BindingDB Patent Bioactivity Data"	""	"2014"	"None"	""	""	""	"2.978"
"CHEMBL3649415"	""	"None"	"636.60"	"1"	"3.70"	"BDBM122525"	"CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ccc(Cl)cc2)CC1)C(=O)C(=O)NCC(C)C"	"IC50"	"'='"	"0.876"	"nM"	"9.06"	""	"251127"	"UO_0000065"	"14.23"	"0.29"	"5.36"	"6.98"	"0"	"CHEMBL3705487"	"Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide. Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM. Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L. Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin. DTT=dithiothreitol. Final volume: 100 μL. Excitation 360 nm, Emission 465 nm."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2954"	"Cathepsin S"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3638694"	"37"	"BindingDB Patent Bioactivity Data"	""	"2014"	"None"	""	""	""	"0.876"
"CHEMBL3981481"	""	"None"	"580.62"	"1"	"4.16"	"BDBM225200"	"Cn1cnc2c(-c3ccc(OCCC4CCN(CC(=O)N5CCC(C#N)CC5)CC4)c(C(F)(F)F)c3)nc(C#N)nc21"	"IC50"	"'='"	"2.1"	"nM"	"8.68"	""	"393640"	"UO_0000065"	"14.95"	"0.28"	"4.52"	"7.00"	"0"	"CHEMBL3888380"	"Inhibition Assay: 5 μL of a human cathepsin S enzyme (R&D1183-CY-010) was added to a 96-well plate so as to be 20 ng/well. Next, 10-fold dilution of the test compound (a 10 mM DMSO solution) was serially performed with a buffer solution for assay (a solution of 50 mM sodium methoxide, 250 mM sodium chloride and 5 mM dithiothreitol (DTT), adjusted to pH=4.5 with 1 N hydrochloric acid) six times such that the final concentration becomes 0.1 nM to 10 μM then, 20 μL of each of the solutions was added to the wells (the final DMSO concentration was 0.1%), and 25 μL of synthetic substrate VVR-AMC (3211-V manufactured by PEPTIDE INSTITUTE, INC.) was added thereto such that the final concentration becomes 40 μM, thereby starting a enzyme reaction. A fluorescence intensity (an excitation wavelength: 380 nm and a fluorescent wavelength: 460 nm) was measured at 37° C. for 10 minutes immediately after the start of the reaction using a fluorescence spectrophotometer (SPECTRA MAX GEMINI, manu"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2954"	"Cathepsin S"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3886685"	"37"	"BindingDB Patent Bioactivity Data"	""	"2016"	"None"	""	""	""	"2.1"
"CHEMBL3912219"	""	"None"	"557.58"	"1"	"3.40"	"BDBM225217"	"CN1CCC[C@H]1C(=O)N1CCC(OCCOc2ncc(-c3nc(C#N)nc4c3ccn4C)cc2C(F)(F)F)CC1"	"IC50"	"'='"	"2.7"	"nM"	"8.57"	""	"393657"	"UO_0000065"	"15.37"	"0.29"	"5.17"	"7.83"	"0"	"CHEMBL3888380"	"Inhibition Assay: 5 μL of a human cathepsin S enzyme (R&D1183-CY-010) was added to a 96-well plate so as to be 20 ng/well. Next, 10-fold dilution of the test compound (a 10 mM DMSO solution) was serially performed with a buffer solution for assay (a solution of 50 mM sodium methoxide, 250 mM sodium chloride and 5 mM dithiothreitol (DTT), adjusted to pH=4.5 with 1 N hydrochloric acid) six times such that the final concentration becomes 0.1 nM to 10 μM then, 20 μL of each of the solutions was added to the wells (the final DMSO concentration was 0.1%), and 25 μL of synthetic substrate VVR-AMC (3211-V manufactured by PEPTIDE INSTITUTE, INC.) was added thereto such that the final concentration becomes 40 μM, thereby starting a enzyme reaction. A fluorescence intensity (an excitation wavelength: 380 nm and a fluorescent wavelength: 460 nm) was measured at 37° C. for 10 minutes immediately after the start of the reaction using a fluorescence spectrophotometer (SPECTRA MAX GEMINI, manu"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2954"	"Cathepsin S"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3886685"	"37"	"BindingDB Patent Bioactivity Data"	""	"2016"	"None"	""	""	""	"2.7"
"CHEMBL522326"	""	"None"	"406.96"	"1"	"6.30"	"5h"	"N#Cc1ncc2cc(Cc3ccc(Cl)cc3)n(CCC3CCCCCCC3)c2n1"	"IC50"	"'='"	"99.0"	"nM"	"7.00"	""	""	"UO_0000065"	"17.21"	"0.33"	"0.70"	"12.85"	"0"	"CHEMBL1009448"	"Inhibition of human recombinant cathepsin S by fluorescence assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2954"	"Cathepsin S"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1155066"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2008"	"None"	""	""	""	"99.0"
"CHEMBL345267"	""	"None"	"310.40"	"0"	"0.86"	"21"	"CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)NC(C)(C)C#N"	"IC50"	"'='"	"114.0"	"nM"	"6.94"	""	""	"UO_0000065"	"22.37"	"0.43"	"6.08"	"7.35"	"0"	"CHEMBL658343"	"Inhibitory concentration against human recombinant Cathepsin S expressed in baculovirus"	"B"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2954"	"Cathepsin S"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1135569"	"1"	"Scientific Literature"	"J Med Chem"	"2002"	"None"	""	""	""	"114.0"
"CHEMBL153678"	""	"None"	"386.50"	"0"	"2.08"	"6"	"CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@H](C#N)CCc1ccccc1"	"IC50"	"'='"	"47.0"	"nM"	"7.33"	""	""	"UO_0000065"	"18.96"	"0.36"	"5.25"	"7.76"	"0"	"CHEMBL658343"	"Inhibitory concentration against human recombinant Cathepsin S expressed in baculovirus"	"B"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2954"	"Cathepsin S"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1135569"	"1"	"Scientific Literature"	"J Med Chem"	"2002"	"None"	""	""	""	"47.0"
"CHEMBL1209858"	""	"None"	"346.31"	"0"	"4.30"	"13"	"CCCOc1ccc(-c2cc3[nH]cnc3c(C#N)n2)cc1C(F)(F)F"	"IC50"	"'='"	"200.0"	"nM"	"6.70"	""	""	"UO_0000065"	"19.34"	"0.37"	"2.40"	"8.98"	"0"	"CHEMBL1211788"	"Inhibition of human cathepsin S by fluorescence assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2954"	"Cathepsin S"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1208745"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2010"	"None"	""	""	""	"200.0"
"CHEMBL1085972"	""	"None"	"745.92"	"2"	"5.82"	"6s"	"CCOC(=O)CNC(=O)C(=O)C(COCc1ccccc1)NC(=O)[C@H](CC1CCCCC1)NC(=O)CC(c1ccccc1)(c1ccccc1)c1ccccc1"	"IC50"	"'>'"	"100.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1119418"	"Inhibition of human recombinant cathepsin S expressed in Escherichia coli BL21 (DE3) after 10 mins by fluorescence assay"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2954"	"Cathepsin S"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1155553"	"1"	"Scientific Literature"	"J Med Chem"	"2010"	"None"	""	""	""	"100.0"
"CHEMBL1085982"	""	"None"	"629.75"	"1"	"3.79"	"18"	"CCOC(=O)CNC(=O)C(=O)C(COCc1ccccc1)NC(=O)[C@H](CC1CCCCC1)NC(=O)Cc1cccc2ccccc12"	"IC50"	"'='"	"5.7"	"nM"	"8.24"	""	""	"UO_0000065"	"13.09"	"0.24"	"4.45"	"5.89"	"0"	"CHEMBL1119418"	"Inhibition of human recombinant cathepsin S expressed in Escherichia coli BL21 (DE3) after 10 mins by fluorescence assay"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2954"	"Cathepsin S"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1155553"	"1"	"Scientific Literature"	"J Med Chem"	"2010"	"None"	""	""	""	"5.7"
"CHEMBL261673"	""	"None"	"321.38"	"0"	"2.63"	"4"	"CC(C)(C)CNc1nc(C#N)ncc1C#CCOc1cccnc1"	"IC50"	"'='"	"460.0"	"nM"	"6.34"	""	""	"UO_0000065"	"19.72"	"0.36"	"3.71"	"7.57"	"0"	"CHEMBL933741"	"Inhibition of human recombinant cathepsin S by fluorescence assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2954"	"Cathepsin S"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1144798"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2008"	"None"	""	""	""	"460.0"
"CHEMBL116910"	""	"None"	"395.42"	"0"	"1.34"	"7"	"O=C(N[C@H](C(=O)N[C@@H]1C(=O)N2CCO[C@H]12)c1ccccc1)OCc1ccccc1"	"IC50"	""	""	"nM"	""	""	"Not Determined"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL659927"	"In vitro Inhibitory activity against Cathepsin S cysteine protease by using Cbz-Val-Arg-AMC; Not determined"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2954"	"Cathepsin S"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1134985"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2002"	"None"	""	""	""	""
"CHEMBL462278"	""	"None"	"472.59"	"0"	"4.13"	"7d"	"CC(=O)N1CCN(c2ccc(OCc3cc4cnc(C#N)nc4n3CCC3CCCC3)cc2)CC1"	"IC50"	"'='"	"5.0"	"nM"	"8.30"	""	""	"UO_0000065"	"17.56"	"0.32"	"4.17"	"9.51"	"0"	"CHEMBL967033"	"Inhibition of human recombinant cathepsin S by fluorescence assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2954"	"Cathepsin S"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140079"	"1"	"Scientific Literature"	"J Med Chem"	"2008"	"None"	""	""	""	"5.0"
"CHEMBL2171991"	""	"None"	"380.49"	"0"	"2.31"	"20"	"N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3ccccc3)CC2)CC1"	"IC50"	"'='"	"2260.0"	"nM"	"5.65"	""	""	"UO_0000065"	"14.84"	"0.28"	"3.34"	"7.39"	"0"	"CHEMBL2175126"	"Inhibition of human recombinant cathepsin-S using Z-Val-Val-Arg-AMC as substrate preincubated for 15 mins measured after 1 hr by QFRET assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2954"	"Cathepsin S"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2169826"	"1"	"Scientific Literature"	"J Med Chem"	"2012"	"None"	""	""	""	"2.26"
"CHEMBL153370"	""	"None"	"282.34"	"0"	"0.08"	"9"	"CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)NCC#N"	"IC50"	"'='"	"124.0"	"nM"	"6.91"	""	""	"UO_0000065"	"24.46"	"0.47"	"6.83"	"7.31"	"0"	"CHEMBL658343"	"Inhibitory concentration against human recombinant Cathepsin S expressed in baculovirus"	"B"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2954"	"Cathepsin S"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1135569"	"1"	"Scientific Literature"	"J Med Chem"	"2002"	"None"	""	""	""	"124.0"
"CHEMBL182956"	""	"None"	"411.58"	"0"	"3.29"	"3"	"CC(C)C[C@H](Nc1cscc1-c1ccc(N2CCNCC2)cc1)C(=O)NCC#N"	"IC50"	"'='"	"102.0"	"nM"	"6.99"	""	""	"UO_0000065"	"16.99"	"0.33"	"3.70"	"8.72"	"1"	"CHEMBL881773"	"Inhibitory activity against cathepsin S from human"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2954"	"Cathepsin S"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1143461"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2005"	"None"	""	""	""	"102.0"
"CHEMBL140794"	""	"None"	"321.38"	"0"	"1.60"	"20"	"N#CCNC(=O)[C@H](Cc1ccccc1)NC(=O)Cc1ccccc1"	"IC50"	"'='"	"226.0"	"nM"	"6.65"	""	""	"UO_0000065"	"20.68"	"0.38"	"5.05"	"8.11"	"0"	"CHEMBL658341"	"Inhibitory activity against recombinant human cathepsin S (cat S) expressed in baculovirus"	"B"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2954"	"Cathepsin S"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1134316"	"1"	"Scientific Literature"	"J Med Chem"	"2001"	"None"	""	""	""	"226.0"
"CHEMBL3093935"	""	"None"	"463.99"	"0"	"2.84"	"78"	"N#CC1(NC(=O)[C@@H]2C[C@@H](S(=O)(=O)c3ccccc3Cl)CN2C(=O)C2CCCCC2)CC1"	"IC50"	"'='"	"0.3"	"nM"	"9.52"	""	""	"UO_0000065"	"20.52"	"0.42"	"6.68"	"8.87"	"0"	"CHEMBL3096514"	"Inhibition of human cathepsin-S using Z-Val-Val-Arg-AMC as substrate up to 20 mins by fluorescence assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2954"	"Cathepsin S"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3091448"	"1"	"Scientific Literature"	"J Med Chem"	"2013"	"None"	""	""	""	"0.0003"
