"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"	"Standard Text Value"	"Value"
"CHEMBL8547"	""	"None"	"188.23"	"0"	"1.37"	"16"	"N#CN1CC(OCc2ccccc2)C1"	"IC50"	"'='"	"500.0"	"nM"	"6.30"	""	""	"UO_0000065"	"33.48"	"0.61"	"4.93"	"17.38"	"0"	"CHEMBL657291"	"Inhibitory activity tested against Human Cathepsin B using Z-Phe-Arg-pNA as substrate"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1134467"	"1"	"Scientific Literature"	"J Med Chem"	"2001"	"None"	""	""	""	"0.5"
"CHEMBL1269810"	""	"None"	"269.37"	"0"	"2.47"	"23"	"NC(=S)N/N=C(\Cc1ccccc1)c1ccccc1"	"IC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1273064"	"Inhibition of human liver cathepsin B after 5 mins by microplate reader analysis"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1268983"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2010"	"None"	""	""	""	"10000.0"
"CHEMBL569190"	""	"None"	"423.48"	"0"	"3.84"	"3w"	"N#Cc1nc(NCc2cccc(-c3ccc4[nH]ccc4c3)c2)c2ncn(CCCO)c2n1"	"IC50"	"'='"	"13000.0"	"nM"	"4.89"	""	""	"UO_0000065"	"11.54"	"0.21"	"1.05"	"4.23"	"0"	"CHEMBL1062953"	"Inhibition of human liver cathepsin B"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1155239"	"1"	"Scientific Literature"	"J Med Chem"	"2009"	"None"	""	""	""	"13.0"
"CHEMBL569883"	""	"None"	"426.52"	"0"	"4.48"	"3ad"	"CC(C)c1ccccc1-c1cccc(CNc2nc(C#N)nc3c2ncn3CCCO)c1"	"IC50"	"'>'"	"15000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1062953"	"Inhibition of human liver cathepsin B"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1155239"	"1"	"Scientific Literature"	"J Med Chem"	"2009"	"None"	""	""	""	"15.0"
"CHEMBL336539"	""	"None"	"513.55"	"1"	"3.61"	"16"	"Cc1cccc(C[C@H](Nc2ccc3c(c2)C(=O)OC3)C(=O)N[C@H](C#N)COCc2cccc(C(=O)O)c2)c1"	"IC50"	"'='"	"6.5"	"nM"	"8.19"	""	""	"UO_0000065"	"15.94"	"0.29"	"4.58"	"5.94"	"0"	"CHEMBL659823"	"Inhibitory activity against cathepsin B (catB)"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1136448"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2003"	"None"	""	""	""	"6.5"
"CHEMBL4251253"	""	"None"	"366.30"	"0"	"2.22"	"7c"	"N#Cc1nc(Nc2ccc(OC(F)(F)F)cc2)nc(N2CCOCC2)n1"	"IC50"	"'>'"	"500000.0"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4234924"	"Inhibition of human cathepsin B using Z-Phe-Arg-AMC as substrate after 30 mins by spectrofluorimetric method"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4229481"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2018"	"None"	""	""	""	"500.0"
"CHEMBL3261921"	""	"None"	"402.50"	"0"	"2.63"	"5"	"CN1Cc2cc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CCCCN4)cc3)ccc2C1=O"	"IC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3268206"	"Inhibition of Cathepsin B (unknown origin)"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3259727"	"1"	"Scientific Literature"	"J Med Chem"	"2014"	"None"	""	""	""	"5.0"
"CHEMBL4464752"	""	"None"	"558.68"	"1"	"4.65"	"24"	"C=CC(=O)Nc1cc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ccc2N2CCOCC2)ccc1C"	"IC50"	"'='"	"3000.0"	"nM"	"5.52"	""	""	"UO_0000065"	"9.89"	"0.18"	"0.87"	"6.04"	"0"	"CHEMBL4398522"	"Inhibition of recombinant human C-terminal polyhistidine-tagged cathepsin B (Arg18 to Ile339 residues) expressed in HEK293 cells using Z-Leu-Arg-AMC as substrate preincubated for 30 mins followed by substrate addition and measured after 30 mins"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4396895"	"1"	"Scientific Literature"	"J Med Chem"	"2019"	"CHEMBL3307715"	""	""	""	"3.0"
"CHEMBL1791000"	""	"None"	"436.58"	"0"	"4.21"	"10"	"CC[C@@H](C)[C@H](/N=C(\S)Nc1ccccc1)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12"	"IC50"	"'='"	"440.0"	"nM"	"6.36"	""	""	"UO_0000065"	"14.56"	"0.28"	"2.15"	"7.36"	"0"	"CHEMBL657293"	"Inhibition of human cathepsin B"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1131158"	"1"	"Scientific Literature"	"J Med Chem"	"1998"	"None"	""	""	""	"440.0"
"CHEMBL3354493"	""	"None"	"519.43"	"1"	"3.46"	"2d"	"CN(C)CCOc1ccc(C(=O)NCC(=O)NCC#N)cc1C(=O)C(C)(C)c1cc(Cl)cc(Cl)c1"	"IC50"	"'>'"	"100000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3376639"	"Inhibition of human recombinant Cathepsin B using fluorogenic peptide substrate"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3352786"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2015"	"None"	""	""	""	"100.0"
"CHEMBL2376002"	""	"None"	"265.30"	"0"	"0.95"	"56"	"NC(=S)N/N=C1\CCNc2ccc([N+](=O)[O-])cc21"	"IC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2378146"	"Inhibition of human liver Cathepsin B using Z-Arg-Arg-aminomethylcoumarin as substrate incubated for 5 mins prior to substrate addition measured for 5 mins by fluorometric analysis"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2375278"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2013"	"None"	""	""	""	"10000.0"
"CHEMBL268950"	""	"None"	"753.88"	"2"	"1.91"	"11k"	"CCN1C(C(=O)N[C@@H](Cc2ccccc2)C(=O)C(=O)NCCNS(=O)(=O)c2ccc(-c3ccccn3)s2)Cc2cc3c(cc2S1(=O)=O)OCCO3"	"IC50"	""	""	"nM"	""	""	"Not Active"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL659819"	"Inhibitory activity against cathepsin B"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1146668"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2004"	"None"	""	""	""	""
"CHEMBL288793"	""	"None"	"454.59"	"0"	"4.83"	"15"	"C[C@@H](NC(=O)N1C(=O)CC1SCc1ccc(CC(=O)OC(C)(C)C)cc1)c1ccccc1"	"IC50"	"'>'"	"75000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL659817"	"Inhibitory activity against Cathepsin B"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1130829"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"1998"	"None"	""	""	""	"75.0"
"CHEMBL122513"	""	"None"	"273.34"	"0"	"1.47"	"1"	"CC(C)CC(NC(=O)c1ccccc1)C(=O)NCC#N"	"IC50"	"'='"	"1903.0"	"nM"	"5.72"	""	""	"UO_0000065"	"20.93"	"0.39"	"4.25"	"6.98"	"0"	"CHEMBL657287"	"In vitro inhibitory activity against human cathepsin B, using 2 uM of Z -Leu-Arg-AMC as substrate"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1145055"	"1"	"Scientific Literature"	"J Med Chem"	"2003"	"None"	""	""	""	"1903.0"
"CHEMBL333413"	""	"None"	"461.65"	"0"	"3.98"	"14"	"CC(C)CC(C(=O)NCC#N)c1cccc(-c2ccc(N3CCN(CC(C)(C)N)CC3)cc2)c1"	"IC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL657287"	"In vitro inhibitory activity against human cathepsin B, using 2 uM of Z -Leu-Arg-AMC as substrate"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1145055"	"1"	"Scientific Literature"	"J Med Chem"	"2003"	"None"	""	""	""	"10000.0"
"CHEMBL4245255"	""	"None"	"327.30"	"0"	"1.23"	"7e"	"N#Cc1nc(Nc2ccc([N+](=O)[O-])cc2)nc(N2CCOCC2)n1"	"IC50"	"'='"	"60000.0"	"nM"	"4.22"	""	""	"UO_0000065"	"12.90"	"0.24"	"2.99"	"3.25"	"0"	"CHEMBL4234924"	"Inhibition of human cathepsin B using Z-Phe-Arg-AMC as substrate after 30 mins by spectrofluorimetric method"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4229481"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2018"	"None"	""	""	""	"60.0"
"CHEMBL276169"	""	"None"	"251.31"	"0"	"0.38"	"19"	"N#CN1CC(CNS(=O)(=O)c2ccccc2)C1"	"IC50"	"'='"	"300.0"	"nM"	"6.52"	""	""	"UO_0000065"	"25.96"	"0.52"	"6.14"	"8.91"	"0"	"CHEMBL657291"	"Inhibitory activity tested against Human Cathepsin B using Z-Phe-Arg-pNA as substrate"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1134467"	"1"	"Scientific Literature"	"J Med Chem"	"2001"	"None"	""	""	""	"0.3"
"CHEMBL4244656"	""	"None"	"494.59"	"0"	"3.74"	"FGA69"	"CCOC(=O)/C=C/C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1"	"IC50"	"'='"	"50.0"	"nM"	"7.30"	""	""	"UO_0000065"	"14.76"	"0.28"	"3.56"	"6.59"	"0"	"CHEMBL4234760"	"Inhibition of human cathepsin B using Cbz-Phe-Arg-AMC as substrate"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4229471"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2018"	"None"	""	""	""	"0.05"
"CHEMBL123200"	""	"None"	"446.60"	"0"	"3.83"	"11"	"CC(=O)CN1CCN(c2ccc(-c3cccc(C(CC(C)C)C(=O)NCC#N)c3)cc2)CC1"	"IC50"	"'='"	"550.0"	"nM"	"6.26"	""	""	"UO_0000065"	"14.02"	"0.26"	"2.43"	"8.19"	"0"	"CHEMBL657287"	"In vitro inhibitory activity against human cathepsin B, using 2 uM of Z -Leu-Arg-AMC as substrate"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1145055"	"1"	"Scientific Literature"	"J Med Chem"	"2003"	"None"	""	""	""	"550.0"
"CHEMBL332776"	""	"None"	"438.58"	"0"	"4.07"	"28b"	"CN1CCN(c2ccc(-c3cccc(C(Cc4ccccc4)C(=O)NCC#N)c3)cc2)CC1"	"IC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL657287"	"In vitro inhibitory activity against human cathepsin B, using 2 uM of Z -Leu-Arg-AMC as substrate"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1145055"	"1"	"Scientific Literature"	"J Med Chem"	"2003"	"None"	""	""	""	"10000.0"
"CHEMBL424441"	""	"None"	"333.34"	"0"	"-0.02"	"5"	"C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H]1C(=O)N2CCO[C@H]12"	"IC50"	"'>'"	"50000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL657285"	"In vitro Inhibitory activity against Cathepsin B cysteine protease by using Cbz-Phe-Arg-AMC"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1134985"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2002"	"None"	""	""	""	"50.0"
"CHEMBL122149"	""	"None"	"390.53"	"0"	"3.53"	"44(R,S)-2"	"CC(C)CC(C(=O)NCC#N)c1cccc(-c2ccc(N3CCNCC3)cc2)c1"	"IC50"	"'='"	"2405.0"	"nM"	"5.62"	""	""	"UO_0000065"	"14.39"	"0.26"	"2.09"	"8.24"	"0"	"CHEMBL657287"	"In vitro inhibitory activity against human cathepsin B, using 2 uM of Z -Leu-Arg-AMC as substrate"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1145055"	"1"	"Scientific Literature"	"J Med Chem"	"2003"	"None"	""	""	""	"2405.0"
"CHEMBL122431"	""	"None"	"390.53"	"0"	"3.63"	"28c"	"CCCC(C(=O)NCC#N)c1cccc(-c2ccc(N3CCN(C)CC3)cc2)c1"	"IC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL657287"	"In vitro inhibitory activity against human cathepsin B, using 2 uM of Z -Leu-Arg-AMC as substrate"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1145055"	"1"	"Scientific Literature"	"J Med Chem"	"2003"	"None"	""	""	""	"10000.0"
"CHEMBL2370171"	""	"None"	"788.90"	"2"	"0.62"	"21"	"CCC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)OCc1ccccc1"	"IC50"	"'>'"	"1000000.0"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL657284"	"Compound was tested for inhibition of human liver Cathepsin B"	"B"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1130603"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"1998"	"None"	""	""	""	"1000.0"
"CHEMBL4461111"	""	"None"	"287.28"	"0"	"-0.59"	"54"	"CN(CCc1cnc[nH]1)c1cnc2[nH]c(=O)[nH]c(=O)c2n1"	"IC50"	"'='"	"1.4"	"ug.mL-1"	""	""	""	"UO_0000274"	""	""	""	""	"0"	"CHEMBL4377376"	"Inhibition of cathepsin B (unknown origin) assessed as reduction in enzyme activity"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4376811"	"1"	"Scientific Literature"	"J Nat Prod"	"2019"	"None"	""	""	""	"1.4"
"CHEMBL50627"	""	"None"	"209.20"	"0"	"2.13"	"82"	"O=C1C(=O)c2cccnc2-c2ccccc21"	"IC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL659822"	"Inhibitory concentration against Cathepsin B"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1134488"	"1"	"Scientific Literature"	"J Med Chem"	"2001"	"None"	""	""	""	"10.0"
"CHEMBL87146"	""	"None"	"542.64"	"1"	"2.15"	"24"	"O=C[C@H](Cc1ccccc1)NC(=O)[C@@H]1C[C@@H](OS(=O)(=O)c2ccccc2)CN1S(=O)(=O)c1ccccc1"	"IC50"	"'='"	"38.0"	"nM"	"7.42"	""	""	"UO_0000065"	"13.67"	"0.27"	"5.27"	"5.85"	"0"	"CHEMBL659815"	"Compound was tested for inhibitory activity against Cathepsin B."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1130591"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"1998"	"None"	""	""	""	"38.0"
"CHEMBL136024"	""	"None"	"322.36"	"0"	"3.20"	"27"	"O=C[C@H](Cc1c[nH]c2ccccc12)NC(=O)OCc1ccccc1"	"IC50"	"'>'"	"1000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL657293"	"Inhibition of human cathepsin B"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1131158"	"1"	"Scientific Literature"	"J Med Chem"	"1998"	"None"	""	""	""	"1000.0"
"CHEMBL334405"	""	"None"	"525.63"	"1"	"4.14"	"18"	"O=C[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccccc1)NS(=O)(=O)c1cccc2ccccc12"	"IC50"	"'='"	"3900.0"	"nM"	"5.41"	""	""	"UO_0000065"	"10.29"	"0.19"	"1.27"	"5.00"	"0"	"CHEMBL657293"	"Inhibition of human cathepsin B"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1131158"	"1"	"Scientific Literature"	"J Med Chem"	"1998"	"None"	""	""	""	"3900.0"
"CHEMBL334879"	""	"None"	"491.98"	"0"	"4.60"	"26"	"Cc1cccc(C[C@H](Nc2ccccc2)C(=O)N[C@H](C#N)COCc2ccc(Cl)c(C(=O)O)c2)c1"	"IC50"	"'='"	"8.7"	"nM"	"8.06"	""	""	"UO_0000065"	"16.38"	"0.31"	"3.46"	"7.23"	"0"	"CHEMBL659823"	"Inhibitory activity against cathepsin B (catB)"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1136448"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2003"	"None"	""	""	""	"8.7"
"CHEMBL3629195"	""	"None"	"517.25"	"2"	"5.03"	"9"	"NC(=S)N/N=C(\c1ccc(Br)cc1)c1cccc(C(=O)c2ccc(Br)cc2)c1"	"IC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3629950"	"Inhibition of human liver cathepsin B using Z-RR-AMC as substrate after 5 mins by fluorescence assay"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3627648"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2015"	"None"	""	""	""	"10000.0"
"CHEMBL3629198"	""	"None"	"391.45"	"0"	"2.91"	"13"	"NC(=S)N/N=C(\c1ccc(O)cc1)c1cccc(C(=O)c2ccc(O)cc2)c1"	"IC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3629950"	"Inhibition of human liver cathepsin B using Z-RR-AMC as substrate after 5 mins by fluorescence assay"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3627648"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2015"	"None"	""	""	""	"10000.0"
"CHEMBL3359773"	""	"None"	"548.68"	"1"	"2.69"	"19, epimeric mixture"	"CC(C)C(NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)C(=O)NC1CCCCC1"	"IC50"	"'='"	"52.0"	"nM"	"7.28"	""	""	"UO_0000065"	"13.28"	"0.25"	"4.59"	"5.46"	"0"	"CHEMBL3374744"	"Inhibition of human liver cathepsin B using ABz-Gly-Ile-Val-Arg-Ala-Lys-DNP-OH as substrate after 10 mins by fluorescence assay"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3351248"	"1"	"Scientific Literature"	"J Med Chem"	"2014"	"None"	""	""	""	"52.0"
"CHEMBL565079"	""	"None"	"381.48"	"0"	"2.01"	"26"	"Cc1cccc(C[C@H](NC(=O)c2cc(C(C)(C)C)nn2C)C(=O)NCC#N)c1"	"IC50"	"'='"	"3981.07"	"nM"	"5.40"	""	""	"UO_0000065"	"14.16"	"0.26"	"3.39"	"5.41"	"0"	"CHEMBL1058865"	"Inhibition of cathepsin B"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1152364"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2009"	"None"	""	""	""	"5.4"
"CHEMBL563886"	""	"None"	"373.84"	"0"	"1.62"	"23"	"CCc1cc(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)n(C)n1"	"IC50"	"'='"	"7943.28"	"nM"	"5.10"	""	""	"UO_0000065"	"13.64"	"0.27"	"3.48"	"5.11"	"0"	"CHEMBL1058865"	"Inhibition of cathepsin B"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1152364"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2009"	"None"	""	""	""	"5.1"
"CHEMBL571276"	""	"None"	"442.48"	"0"	"3.15"	"3ae"	"COC(=O)c1ccccc1-c1cccc(CNc2nc(C#N)nc3c2ncn3CCCO)c1"	"IC50"	"'>'"	"15000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1062953"	"Inhibition of human liver cathepsin B"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1155239"	"1"	"Scientific Literature"	"J Med Chem"	"2009"	"None"	""	""	""	"15.0"
"CHEMBL389130"	""	"None"	"349.39"	"0"	"1.98"	"1"	"Nc1cc(OC(=O)c2cccs2)nn1S(=O)(=O)c1ccccc1"	"IC50"	"'='"	"3200.0"	"nM"	"5.50"	""	""	"UO_0000065"	"15.73"	"0.33"	"3.51"	"5.27"	"0"	"CHEMBL889761"	"Inhibition of human liver cathepsin B pre-incubated for 24 hrs in buffer without DTT"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1146247"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""	""	"3.2"
