Smiles	Standard Type	Standard Relation	Standard Value	Standard Units	Assay Description
COc1ccc(S(=O)(=O)n2nc(OC(=O)c3cccs3)cc2N)cc1	IC50	'='	690.0	nM	Inhibition of human liver cathepsin B
Cc1ccc(S(=O)(=O)n2nc(OC(=O)c3ccco3)cc2N)cc1	IC50	'='	1750.0	nM	Inhibition of human liver cathepsin B
Nc1cc(OC(=O)c2cccs2)nn1S(=O)(=O)c1ccc(F)cc1	IC50	'='	440.0	nM	Inhibition of human liver cathepsin B
COCCCn1cnc2c(NCc3ccc(Cl)c(Cl)c3)nc(C#N)nc21	IC50	'>'	30000.0	nM	Inhibition of human liver cathepsin B
N#Cc1nc(NCc2ccc(Cl)c(Cl)c2)c2ncn(CCCO)c2n1	IC50	'='	5430.0	nM	Inhibition of human liver cathepsin B
N#Cc1nc(NCc2ccc(Cl)cc2)c2ncn(CCCCO)c2n1	IC50	'>'	30000.0	nM	Inhibition of human liver cathepsin B
N#Cc1nc(NCc2ccccc2)c2ncn(Cc3cccc(C(F)(F)F)c3)c2n1	IC50	'>'	30000.0	nM	Inhibition of human liver cathepsin B
CCCCn1cnc2c(NCc3ccc(C)cc3)nc(C#N)nc21	IC50	'>'	30000.0	nM	Inhibition of human liver cathepsin B
Cc1cccc(CNc2nc(C#N)nc3c2ncn3CC2CCCCC2)c1	IC50	'>'	30000.0	nM	Inhibition of human liver cathepsin B
COc1ccc(CNc2nc(C#N)nc3c2ncn3C2CCCC2)cc1	IC50	'>'	30000.0	nM	Inhibition of human liver cathepsin B
N#Cc1nc(NC2CCCCC2)c2ncn(Cc3ccccc3)c2n1	IC50	'='	17700.0	nM	Inhibition of human liver cathepsin B
N#CC1(NC(=O)[C@H](CS(=O)(=O)c2cccc(Br)c2)N[C@@H](c2ccccc2)C(F)(F)F)CC1	IC50	'='	6629.0	nM	Inhibition of human cathepsin B
CCCC[C@H](NC(=O)O[C@H](CN1CCN(c2ccc(C(F)(F)F)cc2)C1=O)C(C)(C)C)C(=O)C(=O)Nc1ccn[nH]1	IC50	'='	60000.0	nM	Inhibition of 10 lM Cbz-Phe-Arg-AMC binding to human cathepsin B activity in fluorescence assay with 100 mM NaOAc
Cc1cc(C)cc(CC(NC(=O)C(c2ccccc2)c2ccccc2)C(=O)NCC#N)c1	IC50	'='	40.0	nM	Inhibition of human recombinant cathepsin B after 10 mins
NC(=S)N/N=C(\c1cccc(Br)c1)c1cc(O)cc(C(=O)c2cccc(Br)c2)c1	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B using Z-RR-AMC as substrate after 5 mins by fluorescence assay
CN1CCN(c2nc(-c3ccc(C(=O)NC4(C(=O)NCC#N)CCCCC4)cc3)cs2)CC1	IC50	'='	1100.0	nM	Inhibitory activity against human cathepsin B
CCCN1CCN(c2ccc(C(=O)NC3(C(=O)NCC#N)CCCCC3)cc2)CC1	IC50	'='	61.0	nM	Inhibitory activity against human cathepsin B expressed in HepG2 cells
C[C@H](NC(=O)[C@H](CC(=O)N(C)C)NC(=O)[C@@H](NC(=O)CC(C)(C)C)C(C)(C)C)C(=O)C(F)(F)C(=O)NCc1ccccc1	IC50	'>'	300000.0	nM	Activity against serine protease human liver Cathepsin B (cat-B )
NC(=S)N/N=C1\CC(Nc2ccccc2)c2ccc(Br)cc21	IC50	'>'	10000.0	nM	Inhibition of human liver Cathepsin B using Z-Arg-Arg-aminomethylcoumarin as substrate incubated for 5 mins prior to substrate addition measured for 5 mins by fluorometric analysis
N#CN1CC(OCc2ccccc2)C1	IC50	'='	500.0	nM	Inhibitory activity tested against Human Cathepsin B using Z-Phe-Arg-pNA as substrate
NC(=S)N/N=C(\Cc1ccccc1)c1ccccc1	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B after 5 mins by microplate reader analysis
N#Cc1nc(NCc2cccc(-c3ccc4[nH]ccc4c3)c2)c2ncn(CCCO)c2n1	IC50	'='	13000.0	nM	Inhibition of human liver cathepsin B
CC(C)c1ccccc1-c1cccc(CNc2nc(C#N)nc3c2ncn3CCCO)c1	IC50	'>'	15000.0	nM	Inhibition of human liver cathepsin B
N#Cc1nc(Nc2ccc(OC(F)(F)F)cc2)nc(N2CCOCC2)n1	IC50	'>'	500000.0	nM	Inhibition of human cathepsin B using Z-Phe-Arg-AMC as substrate after 30 mins by spectrofluorimetric method
C=CC(=O)Nc1cc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ccc2N2CCOCC2)ccc1C	IC50	'='	3000.0	nM	Inhibition of recombinant human C-terminal polyhistidine-tagged cathepsin B (Arg18 to Ile339 residues) expressed in HEK293 cells using Z-Leu-Arg-AMC as substrate preincubated for 30 mins followed by substrate addition and measured after 30 mins
CC[C@@H](C)[C@H](/N=C(\S)Nc1ccccc1)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12	IC50	'='	440.0	nM	Inhibition of human cathepsin B
CN(C)CCOc1ccc(C(=O)NCC(=O)NCC#N)cc1C(=O)C(C)(C)c1cc(Cl)cc(Cl)c1	IC50	'>'	100000.0	nM	Inhibition of human recombinant Cathepsin B using fluorogenic peptide substrate
NC(=S)N/N=C1\CCNc2ccc([N+](=O)[O-])cc21	IC50	'>'	10000.0	nM	Inhibition of human liver Cathepsin B using Z-Arg-Arg-aminomethylcoumarin as substrate incubated for 5 mins prior to substrate addition measured for 5 mins by fluorometric analysis
CC(C)CC(NC(=O)c1ccccc1)C(=O)NCC#N	IC50	'='	1903.0	nM	In vitro inhibitory activity against human cathepsin B, using 2 uM of Z -Leu-Arg-AMC as substrate
CC(C)CC(C(=O)NCC#N)c1cccc(-c2ccc(N3CCN(CC(C)(C)N)CC3)cc2)c1	IC50	'>'	10000.0	nM	In vitro inhibitory activity against human cathepsin B, using 2 uM of Z -Leu-Arg-AMC as substrate
N#Cc1nc(Nc2ccc([N+](=O)[O-])cc2)nc(N2CCOCC2)n1	IC50	'='	60000.0	nM	Inhibition of human cathepsin B using Z-Phe-Arg-AMC as substrate after 30 mins by spectrofluorimetric method
N#CN1CC(CNS(=O)(=O)c2ccccc2)C1	IC50	'='	300.0	nM	Inhibitory activity tested against Human Cathepsin B using Z-Phe-Arg-pNA as substrate
CCOC(=O)/C=C/C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1	IC50	'='	50.0	nM	Inhibition of human cathepsin B using Cbz-Phe-Arg-AMC as substrate
CC(=O)CN1CCN(c2ccc(-c3cccc(C(CC(C)C)C(=O)NCC#N)c3)cc2)CC1	IC50	'='	550.0	nM	In vitro inhibitory activity against human cathepsin B, using 2 uM of Z -Leu-Arg-AMC as substrate
CN1CCN(c2ccc(-c3cccc(C(Cc4ccccc4)C(=O)NCC#N)c3)cc2)CC1	IC50	'>'	10000.0	nM	In vitro inhibitory activity against human cathepsin B, using 2 uM of Z -Leu-Arg-AMC as substrate
CC(C)CC(C(=O)NCC#N)c1cccc(-c2ccc(N3CCNCC3)cc2)c1	IC50	'='	2405.0	nM	In vitro inhibitory activity against human cathepsin B, using 2 uM of Z -Leu-Arg-AMC as substrate
CCCC(C(=O)NCC#N)c1cccc(-c2ccc(N3CCN(C)CC3)cc2)c1	IC50	'>'	10000.0	nM	In vitro inhibitory activity against human cathepsin B, using 2 uM of Z -Leu-Arg-AMC as substrate
CCC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)OCc1ccccc1	IC50	'>'	1000000.0	nM	Compound was tested for inhibition of human liver Cathepsin B
O=C[C@H](Cc1c[nH]c2ccccc12)NC(=O)OCc1ccccc1	IC50	'>'	1000.0	nM	Inhibition of human cathepsin B
O=C[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccccc1)NS(=O)(=O)c1cccc2ccccc12	IC50	'='	3900.0	nM	Inhibition of human cathepsin B
NC(=S)N/N=C(\c1ccc(Br)cc1)c1cccc(C(=O)c2ccc(Br)cc2)c1	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B using Z-RR-AMC as substrate after 5 mins by fluorescence assay
NC(=S)N/N=C(\c1ccc(O)cc1)c1cccc(C(=O)c2ccc(O)cc2)c1	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B using Z-RR-AMC as substrate after 5 mins by fluorescence assay
CC(C)C(NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)C(=O)NC1CCCCC1	IC50	'='	52.0	nM	Inhibition of human liver cathepsin B using ABz-Gly-Ile-Val-Arg-Ala-Lys-DNP-OH as substrate after 10 mins by fluorescence assay
COC(=O)c1ccccc1-c1cccc(CNc2nc(C#N)nc3c2ncn3CCCO)c1	IC50	'>'	15000.0	nM	Inhibition of human liver cathepsin B
Nc1cc(OC(=O)c2cccs2)nn1S(=O)(=O)c1ccccc1	IC50	'='	3200.0	nM	Inhibition of human liver cathepsin B pre-incubated for 24 hrs in buffer without DTT
NC(=S)N/N=C1\CCS(=O)(=O)c2ccc(N)cc21	IC50	'>'	10000.0	nM	Inhibition of human liver Cathepsin B using Z-Arg-Arg-aminomethylcoumarin as substrate incubated for 5 mins prior to substrate addition measured for 5 mins by fluorometric analysis
CC(C)(C)[C@H](NC(=O)Cc1cc(Cl)cc(Cl)c1)C(=O)NCC(=O)NC/C=C/S(C)(=O)=O	IC50	'>'	100000.0	nM	Inhibition of human recombinant Cathepsin B using fluorogenic peptide substrate
N#Cc1ccccc1N1CCN(C[C@@H](O)COC[C@@H](Cc2ccccc2)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)CC1	IC50	'>'	100000.0	nM	Inhibition of human cathepsin B
N#Cc1ccccc1N1CCN(C[C@H](O)COC[C@@H](Cc2ccccc2)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)CC1	IC50	'>'	100000.0	nM	Inhibition of human cathepsin B
NC(=S)N/N=C(/c1cccc(Br)c1)c1ccc(F)c(Br)c1	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B
C=CC(=O)Nc1cc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ccc2N2CCCC2)ccc1C	IC50	'='	3000.0	nM	Inhibition of recombinant human C-terminal polyhistidine-tagged cathepsin B (Arg18 to Ile339 residues) expressed in HEK293 cells using Z-Leu-Arg-AMC as substrate preincubated for 30 mins followed by substrate addition and measured after 30 mins
O=C1O[C@H]2CN1CC[C@@H]2Br	IC50	'='	158.0	nM	Inhibition of human recombinant cathepsin B
CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](N1Cc2ccccc2C1=O)C(C)(C)C)C(=O)C(=O)NCc1ccccc1	IC50	'='	429.0	nM	Inhibition of human liver cathepsin B using ABz-Gly-Ile-Val-Arg-Ala-Lys-DNP-OH as substrate after 10 mins by fluorescence assay
CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)c1ccccc1)C(C)(C)C)C(=O)C(=O)NCc1ccccc1	IC50	'='	512.0	nM	Inhibition of human liver cathepsin B using ABz-Gly-Ile-Val-Arg-Ala-Lys-DNP-OH as substrate after 10 mins by fluorescence assay
CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)c1ccccc1)C(C)(C)C)C(=O)C(=O)NCc1ccc(C(F)(F)F)cc1	IC50				Inhibition of human liver cathepsin B using ABz-Gly-Ile-Val-Arg-Ala-Lys-DNP-OH as substrate after 10 mins by fluorescence assay
CS(=O)(=O)c1ccc2c(c1)/C(=N/NC(N)=S)CCS2(=O)=O	IC50	'>'	10000.0	nM	Inhibition of human liver Cathepsin B using Z-Arg-Arg-aminomethylcoumarin as substrate incubated for 5 mins prior to substrate addition measured for 5 mins by fluorometric analysis
NC(=S)N/N=C1\CCc2ccc(Br)cc21	IC50	'>'	10000.0	nM	Inhibition of human liver Cathepsin B using Z-Arg-Arg-aminomethylcoumarin as substrate incubated for 5 mins prior to substrate addition measured for 5 mins by fluorometric analysis
COc1ccc(-c2cccc(CNc3nc(C#N)nc4c3ncn4CCCO)c2)cc1	IC50	'>'	50000.0	nM	Inhibition of human liver cathepsin B
N#Cc1nc(NCc2cccc(-c3cccs3)c2)c2ncn(CCCO)c2n1	IC50	'='	2500.0	nM	Inhibition of human liver cathepsin B
Nc1cc(OC(=O)c2cccs2)nn1S(=O)(=O)c1ccccc1	IC50	'='	250.0	nM	Inhibition of human liver cathepsin B
N#CCNC(=O)[C@H](Cc1cccc(-c2cccnn2)c1)NC(=O)c1ccccc1	IC50	'='	6309.57	nM	Inhibition of human liver cathepsin B assessed as inhibition of fluorogenic substrate cleavage
NC(=S)N/N=C1\CCS(=O)(=O)c2ccc(Cl)cc21	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B using Z-R-R-AMC as substrate preincubated with compound for 5 mins measured after 20 mins by fluorescence analysis
NC(=S)N/N=C1\CCCS(=O)(=O)c2ccc([N+](=O)[O-])cc21	IC50	'>'	10000.0	nM	Inhibition of human liver Cathepsin B using Z-Arg-Arg-aminomethylcoumarin as substrate incubated for 5 mins prior to substrate addition measured for 5 mins by fluorometric analysis
NC(=S)NN=C1c2cc([N+](=O)[O-])ccc2-c2ccc([N+](=O)[O-])cc21	IC50	'>'	10000.0	nM	Inhibition of human liver Cathepsin B using Z-Arg-Arg-aminomethylcoumarin as substrate incubated for 5 mins prior to substrate addition measured for 5 mins by fluorometric analysis
NC(=S)N/N=C1\CCCc2cc(N)ccc21	IC50	'>'	10000.0	nM	Inhibition of human liver Cathepsin B using Z-Arg-Arg-aminomethylcoumarin as substrate incubated for 5 mins prior to substrate addition measured for 5 mins by fluorometric analysis
Cc1ccc(/C(=N/NC(N)=S)c2ccccc2)cc1	IC50	'='	13000.0	nM	Inhibition of human cathepsin B
NC(=S)N/N=C(\CCc1ccccc1)c1cc(Cl)cc(Cl)c1	IC50	'='	4900.0	nM	Inhibition of human cathepsin B
NC(=S)N/N=C(\CCc1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	IC50	'='	3000.0	nM	Inhibition of human cathepsin B
Cc1cccc(C[C@H](NC(=O)c2ccc(Cl)cc2F)C(=O)N[C@H](C#N)COCc2ccccc2)c1	IC50	'='	16.9	nM	Inhibitory activity against recombinant human cathepsin B (cat B) expressed in baculovirus.
N#CCNC(=O)[C@H](Cc1ccccc1)NC(=O)Cc1ccccc1	IC50	'='	34000.0	nM	Inhibitory activity against recombinant human cathepsin B (cat B) expressed in baculovirus.
N#Cc1nc(Nc2ccc(C(F)(F)F)cc2)nc(N2CCNCC2)n1	IC50				Inhibition of human cathepsin B using Z-Phe-Arg-AMC as substrate after 30 mins by spectromicrofluorimetric method
CCN[C@H](C(=O)N[C@H](C(=O)NCC(=O)NC/C=C/S(C)(=O)=O)C(C)(C)C)c1cc(Cl)cc(Cl)c1	IC50	'>'	100000.0	nM	Inhibition of human recombinant Cathepsin B using fluorogenic peptide substrate
N#Cc1nc(Nc2ccc(C(F)(F)F)cc2)nc(NC2CCCCC2)n1	IC50				Inhibition of human cathepsin B using Z-Phe-Arg-AMC as substrate after 30 mins by spectromicrofluorimetric method
Cc1cccc(CNc2nc(C#N)nc(NC3CCCCC3)n2)c1	IC50				Inhibition of human cathepsin B using Z-Phe-Arg-AMC as substrate after 30 mins by spectromicrofluorimetric method
N#Cc1nc(Nc2ccc([N+](=O)[O-])cc2)nc(N2CCNCC2)n1	IC50				Inhibition of human cathepsin B using Z-Phe-Arg-AMC as substrate after 30 mins by spectromicrofluorimetric method
CC(C)(C)[Si](C)(C)Oc1cccc(/C(=N\NC(N)=S)c2cccc(Br)c2)c1	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B after 5 mins by microplate reader analysis
NC(=S)N/N=C1\CC[S+]([O-])c2ccc([N+](=O)[O-])cc21	IC50	'>'	10000.0	nM	Inhibition of human liver Cathepsin B using Z-Arg-Arg-aminomethylcoumarin as substrate incubated for 5 mins prior to substrate addition measured for 5 mins by fluorometric analysis
NC(=S)N/N=C1\CC(c2ccccc2)Oc2ccccc21	IC50	'>'	10000.0	nM	Inhibition of human liver Cathepsin B using Z-Arg-Arg-aminomethylcoumarin as substrate incubated for 5 mins prior to substrate addition measured for 5 mins by fluorometric analysis
CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1C)N(C)C	IC50	'='	1700.0	nM	Inhibition of human Cathepsin B using Z-Phe-Arg-aminomethylcoumarin as substrate preincubated for 30 mins followed by substrate addition
CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)c1ccnc2ccccc12)C(C)(C)C)C(=O)C(=O)NC1CCCCC1	IC50	'='	628.0	nM	Inhibition of human liver cathepsin B using ABz-Gly-Ile-Val-Arg-Ala-Lys-DNP-OH as substrate after 10 mins by fluorescence assay
CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)c1ccccc1)C(C)(C)C)C(=O)C(=O)NCc1ccc(S(N)(=O)=O)cc1	IC50	'='	984.0	nM	Inhibition of human liver cathepsin B using ABz-Gly-Ile-Val-Arg-Ala-Lys-DNP-OH as substrate after 10 mins by fluorescence assay
Cc1cccc(C[C@H](NC(=O)c2cc(C(C)(C)C)nn2C)C(=O)NCC#N)c1	IC50	'='	3981.07	nM	Inhibition of human liver cathepsin B assessed as inhibition of fluorogenic substrate cleavage
CC(=O)c1c(Nc2ccc(C)cc2Cl)[nH]c2c([N+](=O)[O-])cc(Cl)cc2c1=O	IC50	'='	396.8	nM	Inhibition of human liver cathepsin B after 30 mins by fluorometric end-point assay
COc1ccc(C(=O)c2cccc(/C(=N/NC(N)=S)c3ccc(OC)cc3)c2)cc1	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B using Z-RR-AMC as substrate after 5 mins by fluorescence assay
CCOC(C)=O	IC50				Inhibition of human liver cathepsin B using Z-RR-AMC as substrate after 5 mins by fluorescence assay
CCCC[C@H](NC(=O)O[C@H](Cn1ccc(-c2ccc(C(F)(F)F)cc2)n1)C(C)(C)C)C(=O)CNS(=O)(=O)c1ccccn1	IC50	'='	170.0	nM	Inhibition of human recombinant cathepsin B
Nc1cc(OC(=O)c2cccs2)nn1S(=O)(=O)c1ccccc1	IC50	'='	45400.0	nM	Inhibition of human liver cathepsin B pre-incubated for 17 hrs in assay buffer with DTT
CCC(C)[C@H](NS(=O)(=O)c1cccc2ccccc12)C(=O)N[C@H](C=O)CC(C)C	IC50	'='	100.0	nM	Inhibition of human cathepsin B
CC(C)C(NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)C(=O)NC1CCOCC1	IC50	'='	311.0	nM	Inhibition of human liver cathepsin B using ABz-Gly-Ile-Val-Arg-Ala-Lys-DNP-OH as substrate after 10 mins by fluorescence assay
CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)C1CCN(C)CC1)C(C)(C)C)C(=O)C(=O)NCc1ccccc1	IC50	'='	283.0	nM	Inhibition of human liver cathepsin B using ABz-Gly-Ile-Val-Arg-Ala-Lys-DNP-OH as substrate after 10 mins by fluorescence assay
C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)N[C@H](C(=O)C(=O)NC1CCCCC1)C(C)(C)C	IC50				Inhibition of human liver cathepsin B using ABz-Gly-Ile-Val-Arg-Ala-Lys-DNP-OH as substrate after 10 mins by fluorescence assay
N#CCNC(=O)C1(NC(=O)c2ccc(-c3csc(N4CCOCC4)n3)cc2)CCCCC1	IC50	'='	2900.0	nM	Inhibitory activity against human cathepsin B expressed in HepG2 cells
Cc1ccc2nc(C(=O)C(C)NC(=O)[C@H](CC(=O)N(C)C)NC(=O)[C@@H](NC(=O)CC(C)(C)C)C(C)(C)C)oc2c1	IC50	'='	225000.0	nM	Activity against serine protease human liver Cathepsin B (cat-B )
CC(=O)N1CCN(c2ccc(OCc3cc4cnc(C#N)nc4n3CCC3CCC(F)(F)CC3)cc2)CC1	IC50	'>'	30000.0	nM	Inhibition of human cathepsin B
Cc1cccc(C[C@H](NC(=O)C(c2ccccc2)c2ccccc2)C(=O)N[C@H](C#N)COCc2ccccc2)c1	IC50	'='	10.2	nM	Inhibitory activity against recombinant human cathepsin B (cat B) expressed in baculovirus.
CC(C)(C)OC(=O)N1CC[C@@H](NS(=O)(=O)c2cccc(Br)c2)C1	IC50	'>'	25118.86	nM	Inhibition of human recombinant cathepsin B after 1 hr
CC(C)C[C@H](NC(=O)OCC(C)(C)Sc1cccc(Cl)c1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O	IC50	'='	1400.0	nM	Inhibition of human Cathepsin B
Cc1cccc2oc(C(=O)C(C)NC(=O)[C@H](CC(=O)N(C)C)NC(=O)[C@@H](NC(=O)CC(C)(C)C)C(C)(C)C)nc12	IC50	'>'	300000.0	nM	Activity against serine protease human liver Cathepsin B (cat-B )
CC(C)CC(C(=O)NCC#N)c1cccc(-c2ccc(C3=CCNCC3)cc2)c1	IC50	'='	554.0	nM	In vitro inhibitory activity against human cathepsin B, using 2 uM of Z -Leu-Arg-AMC as substrate
N#CCNC(=O)C1(NC(=O)c2ccc(N3CCOCC3)cc2)CCCCC1	IC50	'='	4400.0	nM	Inhibitory activity against human cathepsin B expressed in HepG2 cells
Cc1cccc(C[C@H](NC(=O)C(c2ccccc2)c2ccccc2)C(=O)N[C@H](C#N)CC#Cc2cccc(C(=O)O)c2)c1	IC50	'='	5.6	nM	Inhibitory activity against recombinant human cathepsin B (cat B) expressed in baculovirus.
CCCC[C@H](NC(=O)O[C@H](Cn1ccc(-c2ccc(C(F)(F)F)cc2)n1)C(C)(C)C)C(=O)C(=O)Nc1ccn[nH]1	IC50	'='	20.0	nM	Inhibition of human recombinant cathepsin B
CC(C)CC(C(=O)N(CC#N)OC(=O)C(F)(F)F)c1cccc(-c2ccncc2)c1	IC50	'>'	10000.0	nM	In vitro inhibitory activity against human cathepsin B, using 2 uM of Z -Leu-Arg-AMC as substrate
N#Cc1ccccc1N1CCN(C[C@@H](O)COC[C@H](Cc2ccccc2)NS(=O)(=O)c2ccc(Br)cc2)CC1	IC50	'>'	100000.0	nM	Inhibition of human cathepsin B
N#Cc1ccccc1N1CCN(C[C@@H](O)COC[C@H](Cc2ccccc2)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)CC1	IC50	'>'	100000.0	nM	Inhibition of human cathepsin B
Cl.N[C@@H](C(=O)Nc1ccc2nc(SCC(=O)c3ccc4ccccc4c3)sc2c1)c1ccccc1	IC50	'>'	50000.0	nM	Inhibition of human cathepsin B
CC(C)[C@@H](N)C(=O)Nc1ccc2nc(SCC(=O)c3ccc4ccccc4c3)sc2c1.Cl	IC50	'>'	50000.0	nM	Inhibition of human cathepsin B
CCc1ccc2c(c1)/C(=N/NC(N)=S)CCS2(=O)=O	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B using Z-R-R-AMC as substrate preincubated with compound for 5 mins measured after 20 mins by fluorescence analysis
CC(C)c1ccc2c(c1)/C(=N/NC(N)=S)CCS2(=O)=O	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B using Z-R-R-AMC as substrate preincubated with compound for 5 mins measured after 20 mins by fluorescence analysis
CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)C(=O)NCc1ccccc1	IC50	'='	50.0	nM	Inhibition of human liver cathepsin B using ABz-Gly-Ile-Val-Arg-Ala-Lys-DNP-OH as substrate after 10 mins by fluorescence assay
N#Cc1ccccc1N1CCN(C[C@@H](O)COC[C@@H](Cc2ccccc2)NS(=O)(=O)c2ccc(Br)cc2)CC1	IC50	'>'	100000.0	nM	Inhibition of human cathepsin B
N#Cc1ccccc1N1CCN(C[C@H](O)COC[C@@H](Cc2ccccc2)NC(=O)c2ccncc2)CC1	IC50	'>'	100000.0	nM	Inhibition of human cathepsin B
CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)c1ccccc1)C(C)(C)C)C(=O)C(=O)NCC(=O)N1CCc2ccccc2C1	IC50	'='	511.0	nM	Inhibition of human liver cathepsin B using ABz-Gly-Ile-Val-Arg-Ala-Lys-DNP-OH as substrate after 10 mins by fluorescence assay
N#CC1(NC(=O)[C@H](CS(=O)(=O)Cc2c(F)cccc2F)N[C@@H](c2ccc(F)cc2)C(F)(F)F)CC1	IC50	'>'	10000.0	nM	Inhibition of human cathepsin B
N#Cc1nc(NCc2ccc(Cl)c(Cl)c2)c2ncn(CC(O)CO)c2n1	IC50	'>'	30000.0	nM	Inhibition of human liver cathepsin B
N#Cc1nc(NCc2ccccc2)c2ncn(C3CCCC3)c2n1	IC50	'>'	30000.0	nM	Inhibition of human liver cathepsin B
CCC(C)[C@H](NS(=O)(=O)c1cccc2ccccc12)C(=O)N[C@@H](C)C=O	IC50	'='	480.0	nM	Inhibition of human cathepsin B
CCCC[C@@H](/C=N/NC(=O)N1CCc2ccccc21)NC(=O)OC(C)(C)C	IC50	'='	35000.0	nM	Inhibition of recombinant human cathepsin B in a fluorescence assay
C[C@@H](OCc1ccccc1)[C@@H](C#N)NC(=O)[C@H](Cc1cccc(Cl)c1)NC(=O)c1cccc(-c2cccnc2)c1	IC50	'='	33.1	nM	Inhibition of human cathepsin B at pH 4.5 using Z-Phe-Arg-AMC fluorogenic peptide as substrate preincubated for 2 mins followed by substrate addition and measured for 5 mins by fluorescence assay
C[C@@H](OCc1ccccc1)[C@@H](C#N)NC(=O)[C@H](Cc1cccc(Cl)c1)NC(=O)c1ccc(-c2ccccc2)cc1	IC50	'='	42.3	nM	Inhibition of human cathepsin B at pH 4.5 using Z-Phe-Arg-AMC fluorogenic peptide as substrate preincubated for 2 mins followed by substrate addition and measured for 5 mins by fluorescence assay
CCCc1cc(-c2cccc(CC)c2)nc(C#N)n1	IC50	'>'	10000.0	nM	Inhibition of human recombinant cathepsin B
CC[C@@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12	IC50	'='	530.0	nM	Inhibition of human cathepsin B
N#C[C@]1(NC(=O)[C@@H](N)Cc2ccccc2F)C[C@H]1c1ccccc1.O=C(O)C(F)(F)F	IC50	'>'	3000.0	nM	Inhibition of human recombinant cathepsin B after 10 mins
Cc1cccc2nc(C(=O)C(C)NC(=O)[C@H](CC(=O)N(C)C)NC(=O)[C@@H](NC(=O)CC(C)(C)C)C(C)(C)C)oc12	IC50	'>'	300000.0	nM	Activity against serine protease human liver Cathepsin B (cat-B )
N#CCNC(=O)[C@H](CC1CCCCC1)NC(=O)c1ccccc1	IC50	'='	19000.0	nM	Inhibitory activity against human cathepsin B
CN1CC/C(=N\NC(N)=S)c2cc(Br)ccc21	IC50	'>'	10000.0	nM	Inhibition of human liver Cathepsin B using Z-Arg-Arg-aminomethylcoumarin as substrate incubated for 5 mins prior to substrate addition measured for 5 mins by fluorometric analysis
NC(=S)N/N=C1\CCNc2ccc(Br)cc21	IC50	'>'	10000.0	nM	Inhibition of human liver Cathepsin B using Z-Arg-Arg-aminomethylcoumarin as substrate incubated for 5 mins prior to substrate addition measured for 5 mins by fluorometric analysis
C[C@H]1C[C@@H](NS(=O)(=O)c2cccc(Br)c2)CN1C#N	IC50	'>'	25118.86	nM	Inhibition of human recombinant cathepsin B after 1 hr
